기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
에이모,경력 5~10년,회사내규에 따름,경기도 성남시 분당구 벌말로 50번길 41 투아이센터 7층,딥러닝,[AIMMO] 자율주행 System Engineer,"['AI/인공지능C++SWMachineLearningDeepLearningEmbedded LinuxTensorFlowPythonPyTorch', '• 센서 연동 (카메라, 라이다) \n• 딥러닝 모델 포팅 \n• 딥러닝 모델 경량화', '• 관련 분야 석사 학위 이상 소지자 (알고리즘, 컴퓨터, 로봇 등) 및 유관 경력 5년 이상 \n• 엣지 디바이스 개발 경험 (Embedded Linux) \n• 센서 연동 경험 (카메라, 라이다) \n• PyTorch Mobile, TensorFlow Lite, ONNX, NCNN, TensorRT 중 최소 1개 이상의 라이브러리를 사용해본 경험', '• 숙련된 프로그래밍 능력 (C++, Shell, Python) \n• 엣지 디바이스를 사용하여 딥러닝 모델을 포팅하고 추론해본 경험 \n• 딥러닝 모델 경량화 경험']"
로민,경력신입~10년,회사내규에 따름,"서울 서초구 방배천로2길 10 7층, 로민",딥러닝,자연어처리 개발자,"['OpenCVDeepLearningTensorFlowPythonDockerPyTorch', '• 정형/비정형 문서의 인식 모델 개발\n• AI 엔진 성능 향상을 위한 딥러닝 모델 개발\n• 딥러닝 모델 serving을 위한 변환 및 최적화\n• 모델 성능 개선 및 관리\n\n• General OCR 엔진으로 인식된 텍스트의 멀티모달 데이터를 기반으로 정형화된 데이터를 추출해내는 기술을 개발합니다.\n\u3000- 예를 들어, 다양한 양식을 가진 무역서류(선하증권, 상업송장 등)에서 선적물품내역, 선적지, 선적사명, 거래번호 등의 정보를 추출합니다.', '• 자연어처리 및 딥러닝에 대한 지식과 논문을 읽고 구현할 수 있는 능력이 있는 분\n• 각종 협업 도구에 익숙하고 새로운 툴을 사용하는데 적극적인 분\n• 본인이 구현한 코드, 업무의 진행 상황 및 결과 등을 정확하고 체계적으로 문서화할 수 있는 능력이 있는 분\n• 이공계(전공 무관) 학사 이상이신 분', '• Sequence labeling, text segmentation 연구 경험이 있는 분\n• Multi modality(Image, Text 등) 기반 머신러닝 알고리즘 개발 경험이 있는 분\n• 머신러닝 관련 대회 참가 경험이 있는 분\n• 머신러닝 관련 국제학술대회에 논문을 게재한 경험이 있는 분\n• 관련 분야 석사학위 이상을 소지하신 분']"
엠디에스인텔리전스,경력 2~9년,회사내규에 따름,경기도 성남시 분당구 대왕판교로644번길 49  한컴타워 3층,딥러닝,AI & Computer Vision 개발자,"['AI/인공지능MachineLearningDeepLearningTensorFlowPyTorch', '• 영상 분석 데이터를 활용한 응용프로그램 개발\n• 딥러닝 기반 영상처리 알고리즘 개발', '• 경력 : 2년 이상(과장, 대리급)\n• 영상처리 / 머신러닝 / 딥러닝 관련 지식 및 관련 프로젝트 수행 경험이 있으신 분', '• 전기/전자 공학, 컴퓨터/시스템 공학, 공학계열 전공자, 석사 이상 우대\n• TensorFlow, PyTorch 등을 활용한 AI 개발 경험이 있으신 분\n• 최신 논문을 이해하고 개발에 적용할 수 있는 능력을 갖추신 분\n• Vision AI 관련 프로젝트 경험이 있으신 분']"
라온메디,경력 1~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723 B동 404호,딥러닝,AI Engineer,"['GitTensorFlowPythonPyTorchDocker', '• 의료 데이터를 분석하고 그 속에서 새로운 영감을 얻으며 그 아이디어를 통해 새로운 가치를 만들어 냅니다.\n• 인공지능을 통해 틀에 박힌 기존의 서비스 에서 벗어나, 사용자들이 새로운 경험을 얻을 수 있는 시스템을 만듭니다.\n• 기존 시스템의 문제를 정확히 파악하고, 그 문제에 맞는 새로운 인공지능 모델을 만듭니다.\n• 만들어진 머신러닝 혹은 딥러닝의 모델을 실험하고 마침내 서비스 환경에 안정적으로 배포하고 운영합니다.\n• 구축된 모델들을 지속적으로 개선하여 서비스 품질을 향상시킵니다.\n• 문제를 해결하는데 있어 최적의 ML 환경을 제안하고, 그를 위해 최신 기술과 방법론을 적극적으로 시험하고 적용합니다.\n• 협업을 위한 환경 구축에 힘을 아끼지 않으며, 그를 위해 토의하며, 새로운 기술과 도구를 시험하고 적용합니다', '• Python, TensorFlow, PyTorch 등의 머신러닝 프레임워크 사용 경험이 있는 분\n• 데이터 분석과 활용을 위한 파이프라이닝 구성 및 대용량 데이터 처리 경험이 있는 분\n• Git, Docker 등의 개발 도구 활용 경험이 있는 분\n• 개발자, 데이터분석가 등 내부 구성원들과 원활한 협업을 위한 커뮤니케이션 역량을 보유한 분', '• 머신러닝, 딥러닝을 활용한 모델 개발 및 모델의 실제 서비스 적용/운영 경험이 있는 분\n• 의료 AI S/W 상용화 경험 보유하신 분\n• 의료 데이터(2D∙3D CT/X-ray/Point Cloud) 처리 경험이 있으신 분\n• 관련 분야의 석사 이상의 학위 혹은 관련 분야 3년 이상의 경력이 있으신 분\n• 데이터 분석, 머신러닝 경진대회 수상 경력이 있으신 분\n• MLflow 등 MLOps 운영 환경 사용 경험이 있는 분']"
뉴로다임,경력신입~10년,회사내규에 따름,서울시 성동구 성수일로 77 서울숲 IT 밸리 805호,딥러닝,AI(딥러닝) 연구 및 개발,"['LinuxTensorFlowPythonKeras', '• 시계열 데이터를 이용한 예측 및 이상 감지\n  - 구조물 이상 감지, 장비 예지 보전, 질병 예측/진단 등\n\n• Object Detection 및 Object Tracking 연구 및 구현\n  - 교통정보 영상인식, 행동 이상 감지 등\n\n', '• 나이/성별 : 무관\n• 군필(남성의 경우)\n• 신입 : AI 관련 학과 대학원 졸 이상\n• 경력 : 프로그래밍 관련 학과 대학교 졸업 및 AI 경력 1년 이상(대학원 AI 전공자의 경우 AI 경력 2년 인정)', '• 컴퓨터/시스템 공학, 전기/전자공학, 수학/통계학 전공자\n• 통계 분석 능숙자, 컴퓨터 활용 능력 우수']"
칩스앤미디어,경력 2~8년,회사내규에 따름,"서울시 강남구 테헤란로 509(삼성동,NC타워) 7~8F",딥러닝,NPU SW Engineer(전문연구요원),"['C++SWDeepLearningC', '• NPU (Neural Processing Unit) Firmware 개발\n• NPU Compiler, Simulator 개발 \n• 딥러닝 Network Inference Model 개발 및 성능 최적화', '• C/C++ 프로그래밍\n• 딥러닝 알고리즘 이해', '• CNN(Convolution Neural Network) based Neural Network (Super Resolution, Noise Reduction, Object Recognition, Segmentation 등) 개발 경험\n• NPU Benchmark 성능 측정, 최적화 경험\n• CPU Architecture, GPU Architecture 이해']"
마크클라우드,경력신입~10년,회사내규에 따름,"서울특별시 강남구 테헤란로70길 14-8, 4층 (세왕개발빌딩)",딥러닝,데이터 엔지니어 (Vision),"['GitAI/인공지능RDBNoSqlDeepLearningTensorFlowPyTorchDocker', '• 자사 이미지 검색 서비스용 딥러닝 모델 연구, 개선\n• 모델 및 AI 엔진 성능 개선 및 최적화\n• 정형/비정형 데이터 처리 및 관리\n• Inference 서버 구축 및 모델 파이프라인 관리', '• PyTorch, Tensorflow 등을 이용한 ML 프로젝트 개발 경험이 있으신 분\n• RDBMS, NoSQL 등 데이터베이스 사용 경험 있으신 분\n• Git, Docker 등의 개발 도구 활용 경험이 있는 분\n• 데이터 분석과 활용을 위한 파이프라이닝 구성 및 대용량 데이터 처리 경험이 있는 분\n• Vision 관련 논문을 읽고 구현하실 수 있으신 분', '• 관련분야 석사 이상의 학위, 혹은 3년 이상의 경력이 있으신 분\n• 머신러닝, 딥러닝을 활용한 모델 개발 및 모델의 실제 서비스 적용/운영 경험이 있는 분\n• NLP 경험 있으신 분']"
앤씨앤,경력 5~15년,회사내규에 따름,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층",딥러닝,선행연구팀 팀장 모집,"['C++PythonC', '• 최신 기술 트렌드 파악 및 POC 확인\n• 프로젝트 관리 및 팀 관리\n• 딥러닝 기반 인식 네트워크 개발\n• 컴퓨터 비전 기반 ADAS 알고리즘 개발\n• 3D vision 알고리즘 개발', '• 학력/전공 : 석사 이상\n• 경력 : 석사 7년 이상 / 박사 5년 이상\n• 프로그래밍 언어 : Python, C/C++', '• 관련 전공 석/박사 학위 수여자\n• 딥러닝 네트워크 임베디드 포팅 경험자\n• 컴퓨터비전 알고리즘 개발 경험자\n• PyTorch, Git, Docker 사용 가능자']"
에너자이,경력 2~3년,회사내규에 따름,서울 강남구 테헤란로27길 27,딥러닝,[전문연구요원 가능] AI CCTV 어플리케이션 개발자,"['AI/인공지능C++Embedded LinuxEmbeddedC', '• CCTV 카메라 파이프라인상에서 에너자이의 AI 모델이 원활하게 작동하도록 해요\n• 에너자이의 AI 모델을 AI SDK 를 활용하여 구동하고 분석해요\n• 화질 최적화 및 테스트에 필요한 camera control setting들을 CCTV SDK 를 활용하여 제어해요\n• AI와 camera control가 결합된 실시간 AI 영상처리 파이프라인을 개발해요\n• AI 알고리즘 엔지니어, 화질 최적화 엔지니어와 협업해요', '• 유관 업종 경력 2년 이상\n• CCTV, IP Camera 개발 및 Camera Control 경험이 있으신 분\n• C/C++ 개발 경험이 있으신 분\n• 새로운 SDK, Library 에 대한 습득 및 활용 능력을 갖추신 분\n• 병역특례 지원 가능\n\u3000- 산업기능요원 현역, 전문연구요원(전직, 보충역) 지원 가능하며 이력서에 별도 표기하여 제출 부탁드립니다.', '• 임베디드, 모바일의 AI 가속칩 활용(NPU, TPU, VPU) 경험이 있으신 분\n• linux kernel 관련 지식 및 경험이 있으신 분\n• v4l2, gstreamer 등의 카메라 인터페이스에 대한 전반적인 이해를 갖추신 분\n• linux kernel 관련 지식 및 경험이 있으신 분\n• Nvidia Jetson, Raspberry Pi 개발 경험이 있으신 분']"
에너자이,경력신입,회사내규에 따름,서울 강남구 테헤란로27길 27,딥러닝,[전문연구요원 가능] Runtime 소프트웨어 엔지니어 채용,"['AI/인공지능C++MachineLearningPythonC', 'Proprietary AI compiler (Optima)의 runtime 개발\n• device communication interface 및 프로토콜 디자인/구현\n   - ssh, adb, tcp/ip, packet 통신, RPC 통신 등\n• parallel programming\n   - multithread programming\n   - GPU\n• 다양한 디바이스 지원을 위한 binding 제작\n   - vulkan, spir-V, XNNPack 등\n• 사용자 api 제작\n• 모델 실행 시 최적화 알고리즘 제작\n   - memory planning, execution scheduling 등\n• 라이브러리  압축 / 보안을 위한 암호화\n• web backend\n   - 내부 사용을 위한 분석 tool 제작\n   - Optima 데모 application 제작', '• C/C++, python을 활용한 프로젝트 개발 경험이 있으신 분\n• 동시성 프로그래밍 경험이 있으신 분\n• 다양한 device/OS (Android, iOS, linux, ARM64, x86_64 등)를 활용하고 코딩하는데 있어 거리낌이 없으신 분\n• 병역특례 지원 가능\n  - 산업기능요원 현역, 전문연구요원(전직, 보충역) 지원 가능하며 이력서에 별도 표기하여 제출 부탁드립니다.', '• Swift, Kotlin 개발 경험이 있으신 분\n• objdump 등을 이용하여 library 분석하고 debugging 경험이 많으신 분\n• web programming 경험이 있으신 분\n  - FaspAPI(Flask), Django, React 등\n• 빠르게 변화하는 IT/AI 스타트업에 대한 흥미가 있으신 분']"
씨유박스,경력 3~20년,회사내규에 따름,대전 유성구 복용동로 43 266~271,딥러닝,로봇연구소 물류로봇시스템 인공지능 연구 및 개발 모집(상장사),"['machinelearningtensorflowdeeplearningai/인공지능pytorchpython', '• 인공지능 모델 설계 및 선정\t\t\t\t\t\t\t\t\t\n• 인공지능 모델 학습을 위한 데이터 확보 및 전처리\t\t\t\t\t\t\t\t\t\n• 인공지능 모델 학습, 평가, 관리 \t\t\t\t\t\t\t\t\t\n• 물류로봇시스템 내 인공지능 니즈 파악 및 목표 선정', '• [학력] 석사 이상\t\t\t\t\t\t\t\t\t\n• 근무지 : 대전\t\t\t\t\t\t\t\t\t\n• 공학계열 전공자\t\t\t\t\t\t\t\t\t\n• 머신러닝/딥러닝 관련 지식 보유\t\t\t\t\t\t\t\t\t\n• Python 기반 개발환경에 익숙한 분\t\t\t\t\t\t\t\t\t\n• 딥러닝 라이브러리(Tensorflow, PyTorch) 유경험자\t', '• 딥러닝 관련 논문 작성 경험자\t\t\t\t\t\t\t\t\t\n• 관련 논문 이해를 통한 개발 능력자\t\t\t\t\t\t\t\t\t\n• 로보틱스 관련 지식 보유자\t\t\t\t\t\t\t\t\t\n• 로봇 개발 또는 활용 경험자\t\t\t\t\t\t\t\t\t\n• 신기술 및 최신연구에 집중 가능하신 분\t\t\t\t\t\t\t\t\t\n• 사용자의 니즈 파악이 가능하신 분\t\t\t\t\t\t\t\t\t\n• 우수한 커뮤니케이션 스킬  보유하신 분']"
딥노이드,경력 7년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,LLM 연구개발 리더 / AI R&D 팀장,"['TransformersAI/인공지능NLPTensorFlowPythonPyTorch', '• sLLM 모델 연구개발 및 서비스 고도화 \n• sLLM 기반의 서비스 모델 개발 및 튜닝 리딩\n• 개발 프로젝트 관리 및 협업 리딩\n• LLM 관련 방법론 등 세션 리딩\n• LLM 기술 논문화 또는 특허화 리딩', '• AI 관련학과 박사학위 소지자 또는 이에 준하는 경력 보유자\n• LLM 관련 최신 논문 등의 기술 구현 가능 하신 분', '• AI 관련 Top tier 학회(NeurIPS, CVPR, AAAI 등) 논문 게재 실적이 있으신 분\n• LangChain, LlamaIndex, HayStack 등의  연동 플랫폼 구조에 대한 이해가 있으신 분\n• Spring Framework, Java 기반 어플리케이션에 대한 이해가 있으신 분\n• 이해관계자 커뮤니케이션, 발표 등에 능숙 하신 분']"
크레스콤,경력 1~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 311호,딥러닝,인공지능 소프트웨어 개발 채용,"['LinuxDeepLearningTensorFlowPythonPyTorchDocker', '• 인공지능 솔루션 개발\t\t\t\t\t\t\t\t\t\n• 의료영상 자동분석 검출 분류 영역분할 모델 개발\t\t\t\t\t\t\t\t\t\n• 영상 비영상 데이터 멀티모달 분석 및 개발\t\t\t\t\t\t\t\t\t\n• 사용자의 문제해결 정확성 유용성 증대를 위한 개선 및 신규 기능 개발\t\t\t\t\t\t\t\t\t', '• AI 딥러닝 1년 이상 개발 실무 경험\t\t\t\t\t\t\t\t\t\n• 사용자의 문제 해결을 위해 창의적이며 긍정적 사고로 해결할 수 있는 분\t\t\t\t\t\t\t\t\t\n• 상호 이해를 기반으로 논리적으로 소통하고 협업할 수 있는 분\t\t\t\t\t\t\t\t\t\n• 딥러닝, 이미지 처리, 데이터 분석 기술 모델 등에 대한 최신 이해 및 경험\t\t\t\t\t\t\t\t\t', '• 의료데이터 분석 솔루션 개발, 의료영상지식\n• 멀티모달데이터 분석 경험\n• 컴퓨터 비전, 3D 모델링 경험\n• 인공지능 딥러닝 관련 논문 발표 경험\n• 빅데이터 분석, 통계 분석 경험\n• 소프트웨어공학, 컴퓨터공학 등 관련 전공자\n• 소프트웨어/컴퓨터공학, 전산/전기/전자, 수학/통계학 등 관련 전공자, 석사/박사학위 수여자\n• Kubernetes, docker 경험 있으신 분\n• 다양한 프레임워크 활용 경험 있으신 분\n• 협업 도구 사용 경험 있으신 분']"
어센트코리아,경력 5~15년,회사내규에 따름,서울시 강남구 도산대로16길 15 용헌회관 301호,딥러닝,시니어 데이터 사이언스,"['GitAI/인공지능MachineLearningDeepLearningTensorFlowPythonPyTorch', '• 검색 의도 추론\n• 콘텐츠 자동 생성 및 기타 서비스에 적용 가능한 AI 모델 개발\n\n[기술스택]\n• Python\n• Tensorflow\n• Pytorch\n• Git', '• 최소 5년 이상의 데이터 분석 및 머신러닝 관련 경력을 보유하신 분\n• 컴퓨터 공학, 통계학, 인공지능 등 머신러닝 관련 분야를 전공하신 분\n• 이미지, 텍스트 등 비정형 데이터 처리 및 딥러닝 모델 개발 경험이 있으신 분\n• 논문/기술 리서치, 구현 및 테스트 가능하신 분\n• TensorFlow, Pytorch 등 하나 이상의 DL Framework 사용 가능하신 분', '• 딥러닝 분야 석사 이상의 학위 또는 이에 준하는 경력을 보유하신 분\n• 모델의 실제 서비스 적용 및 운영 경험이 있는 분\n• 최신 인공지능 모델의 분석 및 구현 경험이 있는 분\n• 새로운 기술에 대한 관심이 높고, 실제 서비스에 적용해 본 경험이 있는 분\n• 스타트업 근무 경험이 있으신 분']"
다비오,경력 3~15년,회사내규에 따름,"서울 마포구 마포대로 144, 8층",딥러닝,컴퓨터비전 엔지니어,"['AI/인공지능OpenCVC++DeepLearningJavaTensorFlowPythonPyTorchC', '• Computer Vision 기술 팀 리드\n• 실내외 공간 3D 모델링 (SfM and MVS framework, Visual SLAM framework)\n• 항공지도 생성 및 분석 (DEM & Orthophoto generation)\n• Visual Localization (Visual-Inertial Odometry)\n• CCTV 기반 객체 검출 및 추적 (Retail and Construction sites)', '• 관련 분야 업무 경력 3년 이상\n• Image and Depth Processing, Computer Vision Algorithm, 3D Meshing and Texturing이해와 경험\n• Deep Learning 응용 기술 (feature extraction & matching, object detection & tracking) 이해와 경험\n• Python, C, C++, Java programming 이해와 경험', '• 장애인\n• Multi-view 항공/위성 사진 활용 공간정보 생성 경험\n• 영상 기반 Deep Learning project 수행 경험\n• 부서간 협업 다수 경험']"
로보코리아,경력 1~5년,회사내규에 따름,"서울 강남구 테헤란로25길 7, 6층",딥러닝,[로보코리아] ML Engineer (Application Engineer),"['AI/인공지능MachineLearningTensorFlowPythonPyTorch', '• Research 팀에서 개발한 모델에 대한 재학습 및 후처리를 통해 실제 서빙되는 AI 모델 개발\n• QA 과정에서 확인된 이슈 분석 및 해결 방안 도출\n• 체계적인 방식의 AI 모델 재학습 및 평가 방식 개발', '• 책임감과 꼼꼼함을 지니신 분\n• AI 연구 자체보단 실제 프로덕트에 적용되는 AI 기술에 더 욕심이 있으신 분\n• Python 언어를 사용한 개발에 익숙하신 분\n• PyTorch, TensorFlow 등의 프레임워크를 활용한 딥러닝 모델 학습 및 평가 경험이 있으신 분\n• 머신러닝에 대한 기본적인 이해가 있으신 분', '• 글로벌 Research Team 과의 협업을 위한 영어 커뮤니케이션 능력이 있으신 분\n• PyTorch, TensorFlow 등의 프레임워크를 활용한 딥러닝 모델 구현 능력이 있으신 분\n• 서비스 기반의 사고로서 유저에게 제공되는 프로덕트의 완성도에 대한 집요함이 있으신 분\n• 체계적인 방식의 모델 학습 파이프라인을 기획/개발 해본 경험이 있으신 분\n\n[이런 분을 선호합니다.]\n• 솔직하신 분!\n• 항상 자기계발에 진심이신 분!\n• 본인 업무에 애착이 있고 잘해야만 하는 분!\n• 놀 땐 놀고 일할 땐 일할 줄 아시는 분!\n• 효율성과 프로세스를 고민하고 또 고민하시는 분!\n• 자신의 성장을 위해 노력하시는 분!\n• 매사에 주도적이고, 책임감이 강하신 분!']"
에이모,경력 1~10년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",딥러닝,[AIMMO] 데이터프로세싱팀,"['GCPAI/인공지능OpenCVAWSPythonAZUREJSON', '• 다양한 데이터 유형(이미지, 동영상, Point Cloud)의 레이블링 데이터(Json Format)에 대한 변환 검증 프로세스 및 API 개발\n• 이미지 라이브러리 또는 OpenCV 라이브러리를 활용한 이미지 처리 개발', '• 파이썬 사용 경험\n• 반복 작업을 자동화 하고 기술 부채를 개선하고자 노력하시는 분\n• 객체지향 프로그래밍에 대한 이해 및 좋은 코드를 짜기 위해 \u2028끊임없이 고민하시는 분\n• 새로운 개발 도메인에 대한 두려움이 없고 즐겁게 도전하실 수 \u2028있는 분', '• AWS, Azure, GCP, NCP 등 클라우드 사용 경험\n• 인공지능 기술에 대한 관심\n• 대용량 데이터 처리 경험']"
에이모,경력 1~8년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",딥러닝,[AIMMO] Jr. & Sr. R&D Researcher,"['OpenCVLinuxDeepLearningPythonPyTorch', 'Responsibilities\n• Develop prototypes for neural networks or pipelines for various applications including but not limited to: \n\u2028- 2D 3D object detection\n\u2028- 2D 3D segmentation\n\u2028- Synthetic data generation\n\u2028- Sensor fusion (Camera + LiDAR)\n• Document and summarize progress through scientific papers and present your findings at conferences and events.\n', ""Qualifications\n• Authoring scientific papers for international journals and conferences. \n• Active participation in weekly meetings with an international team. \n• Education: A Bachelor's degree in machine learning, computer science, or informatics from a prestigious university, plus a minimum of one year of related work experience. \n• Work Experience: Involvement in at least one deep learning application project. \n• A thorough understanding of image processing and computer vision (knowledge of the Open CV library is essential). \n• Expertise in Python and deep learning frameworks (TensorFlow or PyTorch preferred).\n• Exceptional programming ability and problem-solving skills.\n• Experience with a Linux operating environment. \n• Availability for international business travel."", ""Preferred Qualifications\n• A Master's degree or higher in machine learning, computer science, or informatics from a leading university, complemented by relevant work experience. \n• A doctoral degree in a related field. \n• Advanced knowledge of various deep learning architectures, including CNNs, GANs, Transformers, and Diffusion Models.\n• Practical experience with simulation/rendering software like Blender.""]"
아이브,경력 3~10년,회사내규에 따름,서울 서초구 남부순환로356길 89,딥러닝,Machine vision Application Engineer 채용,"['OpenCVC++', '• 제조업 검사 공정에 필요한 비전 알고리즘 개발 및 업데이트\n• 영상 데이터 전처리 및 후처리 알고리즘 개발\n• 고객사의 환경에 프로그램을 배포하고 운영하며 문제 상황에 대응', '• 공학계열 학사 이상\n• 컴퓨터 비전 관련 업무 3년이상 경력자\n• C++을 이용한 영상처리 알고리즘 개발에 능숙하신 분 (MI, Halcon, OpenCV 등)\n• 제출서류 : 이력서 및 포트폴리오 제출 필수', '• 컴퓨터 비전 관련 전공자(석사/박사 학위 소유자)\n• 3D 영상 데이터에 대한 전/후처리 알고리즘 개발 경험이 있는 자\n• 3차원 형상 모델링 관련 소프트웨어 개발 경험이 있는 자\n• 다양한 2D/3D 센서 기반 개발 경험이 있는 자 (RGB Area Camera, ToF, LiDAR, Laser Line Profile Sensor 등)\n• 선형대수 이해도 보유자\n• 병렬 처리 프레임워크(CUDA, OpenCL) 사용 경험자']"
엠에이치엔씨티,경력 2~4년,회사내규에 따름,서울 서대문구 서소문로 27 220호,딥러닝,AI 연구원,"['AI/인공지능MachineLearningDeepLearningPython', '• AI 알고리즘 개발 연구\n• CCTV 영상 실시간 행동분석 알고리즘 고도화\n• 영상/이미지 비식별화 알고리즘 개발', '• 경력 : 2년 이상\n• 학력 : 대학교 졸업(4년) 이상 (졸업예정자 가능)\n• 행동인식 알고리즘 개발 경험이 있는 분\n• AI 기술에 대한 전반적인 이해를 갖추신 분\n• 딥러닝 모델에 대한 이해를 갖추고 개발 경험이 있는 분\n• Python 언어 사용에 어려움이 없는 분', '• AI 관련 자격증 보유자\n• Linux 환경 경험이 있는 분\n• 호기심을 가지고 창의적인 사고방식으로 생각하는 오픈마인드를 가지신 분\n• 오픈소스 코드를 자유롭게 수정하고 활용할 수 있는 능력이 있는 분\n• 딥러닝 프레임워크(TensorFlow, PyTorch 등)에 익숙한 분']"
파인더스,경력신입~3년,회사내규에 따름,서울 영등포구 의사당대로 83 4층 101호,딥러닝,GPT챗봇 개발자 채용,"['AI/인공지능REST APITensorFlowPythonOpenAPIPyTorchJSON', '• OpenAI GPT API를 사용하여 앱에서 챗봇 기능을 구현\t\t\t\t\t\t\t\t\t\n• AI 챗봇의 대화 로직을 설계하고 구현합니다.\t\t\t\t\t\t\t\t\t\n• 사용자들의 보험 상품에 대한 질문에 대응하는 알고리즘을 개발합니다.\t\t\t\t\t\t\t\t\t\n• 네이버 클라우드 플랫폼과의 통합 작업\t\t\t\t\t\t\t\t\t', '• 보험산업에 대한 이해가 있으신 분\t\t\t\t\t\t\t\t\t\n• 적극적인 자세로 업무를 수행하시는 분\t\t\t\t\t\t\t\t\t\n• UX 중심으로 생각하시는 분\t\t\t\t\t\t\t\t\t\n• 신기술에 대한 끊임없는 탐구 정신이 있으신 분\t\t\t\t\t\t\t\t\t', '• 챗봇 또는 대화 시스템 개발 경험\t\t\t\t\t\t\t\t\t\n• 독립적으로 문제를 해결하고 새로운 아이디어를 제안할 수 있는 분\t\t\t\t\t\t\t\t\t\n• Python, Java 등 챗봇 개발에 필요한 프로그래밍 언어에 능통하신 분\t\t\t\t\t\t\t\t\t\n• 자연어 생성(NLG) 모델에 대한 이해 및 개발 경험\t\t\t\t\t\t\t\t\t']"
모비루스,경력 1~15년,회사내규에 따름,"경기 성남시 수정구 창업로 42, 735호",딥러닝,머신비전 개발자 모집,"['SWMachineLearningDeepLearning', '• 카메라 / 라이다를 이용한 인식기술 개발\n• 딥러닝 / 머신러닝 기술 개발', '• 컴퓨터 / 전자 / 정보통신 관련학과 졸업자\n• 머신비전 관련 경력 1년 이상', '• 석사 이상 학위 소유자']"
리플에이아이,경력 2~9년,회사내규에 따름,서울 마포구 백범로31길 21 서울창업허브 8층,딥러닝,[폭풍성장환경] 서울대 AI 교수님과 함께할 컴퓨터비전 연구원 모집,"['MachineLearningDeepLearningPythonPyTorchDocker', '• 영상 편집 및 숏폼 서비스 개발을 위한 비전 분야 머신러닝/딥러닝 연구\n\u3000-  Shot boundary detection\n\u3000-  Scene clustering\n\u3000-  Video segmentation\n\u3000-  OCR(Optical character recognition)\n\u3000-  mage Captioning\n\u3000-  VQA(Visual Question Answering)\n\u3000-  Face Detection\n\u3000-  Face Clustering\n\u3000-  Person Re-Identification\n\u3000-  Action Recognition\n\u3000-  관련 분야 논문 리서치\n• 데이터 전처리\n\u3000-  Pytorch로 최신 논문의 내용을 구현 및 다양한 방향으로 후속 실험\n\u3000- 사내 훈련된 기존 모델의 성능 개선\n• 모델 구현 및 학습\n\u3000-  Pytorch로 최신 논문의 내용을 구현및 다양한 방향으로 후속 실험\n\u3000-  사내 훈련된 기존 모델의 성능 개선\n• MLOps 파이프라인 관리\n\u3000-  ML 파이프라인(데이터 전처리, 학습, 실험 파이프라인) 최적화\n\u3000-  데이터셋을 잘 관리하고 각 학습 실험 결과를 쉽게 기록하고 비교\n• 모델 추론 서버 구축\n\u3000-  학습시킨 모델을 효율적으로 서빙할 수 있는 모델 추론 서버를 구축', '• 컴퓨터 공학, 머신러닝 관련 분야 석/박사 혹은 경력이 있으신 분\n• PyTorch를 이용한 ML 프로젝트 개발 경험이 있으신 분\n• OS, Network를 중심으로 컴퓨터공학에 대한 기본 지식이 탄탄하신 분\n• Docker, Kubernetes 등 Container 기술을 활용한 경험이 있으신 분\n• 머신러닝 파이프라인 구축 경험이 있으신 분\n• 논문을 읽고 구현한 경험이 있으신 분\n• 사용스택: Python(필수), Pytorch(필수), Docker 등', '• ML 관련 Top-tier 학회 및 저널 Publication 실적이 있으신 분\n\u3000- (ML 전반) NeurIPS, ICML, ICLR, AAAI, IJCAI\n\u3000- (NLP 전반) ACL, EMNLP, NAACL\n\u3000- (Computer Vision 전반) CVPR, ICCV, ECCV\n\u3000- (Data Mining) KDD 등\n• AI 관련 Challenge 수상 실적 (Kaggle, Hackathon 등)이 있으신 분\n• Open Source Contribution 경험이 있으신 분\n• 자연어/대화/음성/이미지 모델링 경험이 있으신 분']"
