기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
다임리서치,경력 5~10년,회사내규에 따름,서울 서초구 반포대로 28길 20 두원빌딩 2층,로봇제어,백엔드 엔지니어 (AI 로봇 관제 솔루션),"['AI/인공지능MongoDBC++JavaConfluenceC#JiraPostgreSQL.NET', '• 대규모 군집 물류 로봇을 중앙 제어 (Center Control) 방식으로 운영하는 백엔드 서버 개발\n• 다수 물류 로봇의 실시간 상태를 수집하고, 이를 기반으로 운영 제어하는 real-time decision making 모듈 개발\n• 연구팀과 협업하여 다임리서치 AI 물류 로봇 운영 알고리즘 라이브러리 Integration\n• 다양한 Type의 물류 로봇 운영을 통합 운영하기 위한 통신 모듈 및 Database Schema 개발', '• 하나 이상의 프로그래밍 언어를 능숙하게 활용 가능한 분 (Java, C#, C++ 등)\n• 데이터 실시간 처리 / 제어하는 서버 프로그램을 개발해 보신 분\n• 효율적인 데이터베이스 설계와 활용에 관심 있으신 분\n• 프로그램 표준화 / 모듈화의 가치를 이해하고 실행 가능하신 분\n• 데이터 모델링 및 시각화에 관심 있는 분\n• 제조 시스템 관련 도메인 지식은 필수 요건이 아니며, 새로운 기술/지식 습득에 적극적으로 임하시는 분\n• 스타트업 문화에 대한 이해도가 높고, 주도적으로 업무에 임하시는 분\n• 공동 목표를 가진 팀원들과 적극적으로 소통하며 업무에 임하시는 분', '• 대용량 데이터 처리 서비스 경험이 있으신 분\n• C#, .Net Core 활용 경험이 있으신 분\n• PostgreSQL, MongoDB 활용 경험이 있는 분\n• MQTT, Kafka 활용 경험이 있는 분\n\n[선호 인력 예시]\n• 산업 분야가 다르더라도 아래와 같이 “서버” 솔루션을 개발해 보신 분은 좋습니다.\n• 다수의 자율 주행 로봇을 통합 제어/모니터링 하는 서버를 설계 개발 해보신 분\n• 다중 사용자 접속 게임 서버를 설계 개발 해보신 분\n• 금융 IT 분야에서 다수의 접속자에 실시간 서비스를 제공하는 서버를 설계 개발 해보신 분\n• 건설/항만/빌딩관리 분야에서 다수의 설비를 제어/모니터링 하는 서버를 설계 개발 해보신 분']"
다임리서치,경력 3~5년,회사내규에 따름,서울 서초구 반포대로 28길 20 두원빌딩 2층,로봇제어,웹 프론트엔드 엔지니어 (AI 로봇 관제 솔루션),"['JavaScriptReactAngular 2HTML5GitLabVue.jsJiraCSS 3', '• 물류 로봇을 포함한 다수 오브젝트의 웹 실시간 렌더링 모듈 개발\n• 실시간 물류 로봇 모니터링 및 리포팅 Visual Component 개발\n• 다임 공용 Web UI Component Library 개발', '• 고객의 니즈 & 시스템의 본질을 추구하며, 데이터 insightful UI/UX에 높은 가치를 두고 있으신 분\n• 대규오 오브젝트의 실시간 렌더링 챌린지에 관심이 있으신 분\n• Typescript와 React에 대한 풍부한 경험을 가지신 분\n• Storybook를 이용해서 체계적인 컴포넌트 생태계를 경험하시거나 만들어 보신 분\n• 기획적 역량을 갖추고 UI를 단순히 시각적 요소가 아니라 데이타적인 요소까지 파악하고 설계할 수 있는 분\n• yarn workspace를 이용해서 모노레포 형태로 패키지를 운영하신 분(꼭 yarn일 필요는 없고 workspace 경험 필수)\n• 프로그램 표준화/모듈화의 가치를 이해하고 실행가능하신 분\n• 스타트업 문화에 대한 이해도가 높고, 주도적으로 업무에 임하시는 분\n• 공동 목표를 가진 팀원들과 적극적으로 소통하며 업무에 임하시는 분', '• WEB BE 프레임워크 (ASP .Net core, Node.js, Java Spring) 개발 경험\n• Web GL Renderer (Pixi.js 등) 개발 경험\n• 4년제 컴퓨터 관련 학과 출신\n\n **선호 인력 예시**\n   • 분야와 관계 없이 “다수의 움직이는 컴포넌트를 웹 브라우저에서 표현” 해보았거나, “다수의 대상물의 정보를 취합하며 대시보드 형태로 보여주는 서비스”를 개발해 본 분들은 선호 대상입니다.\n        - 제조/물류 분야에서 다수의 로봇을 실시간 모니터링 하는 서비스를 개발해 보신 분\n        - 음식 배달 플랫폼 서비스사 에서 배달원의 실시간 위치 모니터링 서비스를 개발해 보신 분\n        - 게임사에서 다수 사용자의 아바타가 동시에 움직이는 화면을 개발해 보신 분\n        - 빌딩/항만/에너지 플랜트등의 산업분야에서 대상 설비의 실시간 정보를 모니터링하는 대시보드나 Report 화면을 개발해 보신 분\n']"
트윔,경력신입~10년,회사내규에 따름,경기도 화성시 삼성1로 4길 7-4,로봇제어,[면접비 지급] 3D 머신비전 알고리즘 연구개발,"['AI/인공지능OpenCVC++MachineLearning', '• 인공지능 기반의 산업용 3D 로봇비전 기술 개발\n• 3D복원 및 시각화(3D Reconstruction and Visualization)\n• SLAM (동시 위치 파악 및 매팅), 경로 계획 및 탐색 알고리즘 개발', '• 신입/경력 \n• C++, Open CV 비전 라이브러리 응용 가능자\n• 컴퓨터공학, 전기전자, 메카트로닉스  전공자', '• SLAM(동시 위치 파악 및 매팅)\n• 경로 계획 및 탐색 알고리즘 경험자\n• 로봇 인식, 계획 및 제어를 위한 알고리즘 개발 경험자\n• 3D 컴퓨터 비전 연구개발 경험자']"
파이엇,경력신입~5년,회사내규에 따름,서울 강남구 영동대로 730 5층,로봇제어,SLAM & Navigation 개발자,"['C++ROSLinuxPythonC', '• SLAM & Navigation\n• LiDAR 기반 지도작성 및 위치인식 기술 개발\n• 실내외 자율주행 알고리즘 개발\n• 장애물 회피 알고리즘 개발\n• 실내외 자율주행 로봇의 경로계획, 경로추종 기술 개발', '• 경력사항 : 신입, 경력 3년 이상\n• 컴퓨터, 전자, 제어, 로봇, 소프트웨어 공학 또는 관련학과 졸업자\n• SLAM and localization, Navigation 기술 개발 유경험자\n• C/C++ 이해 및 개발 능숙자', '• 실내외 자율주행 알고리즘에 대한 이해가 높으신 분\n• SW 자료구조, 알고리즘, 아키텍처에 대한 기본 지식 보유자\n• IMU 사용 경험자\n• Linux, ROS 이용 개발 경험자\n• 해당 분야 석사, 박사 학위 또는 5년 이상의 경력자']"
플라잎,경력 3~5년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,로봇제어,C# Application Engineer(전문연구요원 가능),"['GitgRPCWPFMVVMC#GitHub ActionsGitHubNetwork.NET', ' **전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.\n\n• C#(WPF)을 이용한 Windows application 개발\n• PLAIF AI 모듈의 데이터 시각화 및 제어를 위한 GUI 구현\n• 로봇 시뮬레이터 프로그램 개발\n• 다양한 요구 사항에 유연하게 대응 가능한 효과적인 소프트웨어 설계 및 구현', '• WPF 실무 개발 경험이 있으신 분\n• .NET 최신 버전 학습 및 사용에 어려움이 없으신 분\n• MVVM 패턴 등 효율적인 협업을 위한 아키텍처에 관심이 있으신 분\n• 비동기 프로그래밍에 대한 이해를 갖추신 분\n• 네트워크 프로토콜에 대한 이해를 갖추신 분\n• 빠르게 변화하는 스타트업에서의 근무 경험이 있으며 도전과 성취를 즐기시는 분\n• 프로젝트를 성공적으로 완료하기 위해 강한 책임감을 가지고 기꺼이 시간을 투자할 수 있는 분', '• 컴퓨터, 정보통신, 소프트웨어 공학 관련 전공자\n• .NET MAUI, Xamarin, Blazor 개발 경험이 있으신 분\n• 로봇 시뮬레이션에 대한 이해 및 유관 경험을 보유하신 분\n• 컴퓨터 그래픽스에 대한 이해 및 개발 경험을 보유하신 분\n• 차트, 테이블 라이브러리 사용 및 커스텀 경험이 있으신 분\n• GitHub Actions 등을 활용한 CI/CD 및 DevOps 경험이 있으신 분']"
플라잎,경력 3~5년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,로봇제어,Robot Control Engineer(전문연구요원 가능),"['AI/인공지능C++ROSMachineLearningPythonC', ' **전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.\n\n• ROS 기반 Robot Operation System 개발\n• Reinforcement Learning 기반의 Robot Controller 개발\n\u3000(Control & Motion Planning)\n• Reinforcement Learning을 통한 특정 Task 해결\n\u3000(ex : 문 열기, 닦기, 줍기, 밀치기 등)\n• Robot Simulation 환경 구축', '• C/C++, Python 개발 가능\n• 기구학, 동역학 등 Robotics에 대한 배경지식  \n• C++ 도는 Python을 통한 Manipulator 등 실제 Robot 구동 경험\n• 물리 엔진 기반의 시뮬레이션 사용 경험\n• 머신러닝 또는 Reinforcement Learning에 대한 배경지식 및 프로젝트 진행\t\n• 빠르게 변화하는 스타트업에서의 근무 경험이 있으며 도전과 성취를 즐기시는 분\n• 프로젝트를 성공적으로 완료하기 위해 강한 책임감을 가지고 기꺼이 시간을 투자할 수 있는 분', '• 강화 학습과 로보틱스에 지대한 관심이 있으신 분\n• 머신러닝 또는 로보틱스 관련 석사/박사 학위 혹은 3년 이상의 경력을 갖춘 분\n• 제어공학에 대한 전문지식을 갖고 계신 분\n• Model based Reinforcement Learning 개발 경험이 있으신 분\n• ROS2 개발 경험이 있으신 분\n• 머신러닝 프로젝트를 위한 실물 공정 시뮬레이터 개발 경험이 있으신 분']"
한화로보틱스,경력 5~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,무인운반차(AGV) 전장설계 경력 엔지니어 모집,"['HWAutocad', '• AGV/AMR 전장 설계\n- 모션 제어 HW 설계\n- 제어 Safety 구성 설계\n- 제어 시스템 통신 설계\n- 제어 설계 도면 작성\n• AGV/AMR 설계 성능 테스트 및 검증', '• 자동화 물류 장비 전장 설계 및 개발 경력자 (경력 5년 이상)\n• 모션 제어, 전장 판넬 설계 및 개발 경험 보유자\n• 전장 회로 설계 Tool(E-PLAN, AutoCAD) 사용 가능자', '• AGV/AMR 전장 설계 유경험자\n• AGV/AMR 관련 특허 보유자\n• 모션 제어 설계 및 수행 유경험자\n• 각종 산업용 통신 프로토콜 구현 유경험자']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,무인운반차(AGV) 주행 분야 SW개발자 모집,"['GitJenkinsRustSWC++LinuxQtDocker', '• AGV 주행 SW개발 및 테스트\n• AGV 모션 제어 SW모듈 개발 및 검증\n• AGV 위치 추정 SW모듈 개발 및 검증\n• AGV 경로 계획 SW모듈 개발 및 검증\n• AGV 운용 어플리케이션 SW 개발 및 검증\n• AGV 시스템 아키텍쳐 개발 및 검증', '• AGV 소프트웨어 개발 경력자 (경력 3년이상)\n• 프로그래밍 (C++ 또는 Rust) 능숙자\n• 객체지향 프로그래밍이 가능하신 분\n• 로봇 모션 제어, 위치추정 알고리즘 개발 경험 보유자', '• AGV 주행 관련 양산적용 경험자\n• AGV 주행 관련 특허 및 논문 보유자\n• 자율 주행 관련 이론에 대한 이해와 알고리즘 설계 및 코드 구현에 대한 열의가 있으신 분\n• 경로 계획에 관련된 이론 이해 및 알고리즘 구현 경험이 있으신 분\n• 위치추정(Bayesian 추론, Kalman Filter, Particle Filter)에 대한 이해도와 활용 경험이 있으신 분\n• 모터제어에 경험이 있으신 분\n• 기구학, 역기구학에 대한 이해도가 있으신 분\n• QT, ROS2, Linux, Docker, git, Jenkins 활용 능력 보유자\n• Domain-Driven Design에 대한 이해도가 높으신 분']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,무인운반차(AGV) 관제 분야 SW개발자 모집,"['SWASP.NET CoreC#.NETWebAssembly', '• AGV 관제 SW개발 및 테스트\n• AGV 최적 경로 탐색 SW 모듈 개발 및 검증\n• AGV 트래픽 제어 SW 모듈 개발 검증\n• AGV 운용 정책 개발 및 검증\n• AGV 관리 어플리케이션 개발 및 검증', '• AGV 관제 SW 개발 경력자 (경력 3년 이상)\n• 프로그래밍 (C#) 능숙자\n• 객체지향 프로그래밍이 가능하신 분', '• AGV 관제 관련 양산적용 경험자\n• AGV 관제 관련 특허 및 논문 보유자\n• SW 플랫폼 기획 및 표준화 경험이 있으신 분\n• 웹서버 및 데이터베이스 활용 능력 보유자\n• 마이크로서비스 아키텍쳐에 대한 이해도가 높으신 분\n• .NET6 이상, ASP.NET Core, Webassembly, EF6 이상 사용 경험이 있으신 분\n• Domain-Driven Design에 대한 이해도가 높으신 분']"
센서텍,경력 3~10년,회사내규에 따름,서울시 강서구 마곡동 790-3,로봇제어,S/W 개발 (경력),"['FWEmbeddedC', '• 초음파 센서 S/W 개발 및 테스트 \t\t\t\t\t\t\t\t\t\n• LIN, DSI3, UART, I2C, 485, PLC 통신 제어 경험\t\t\t\t\t\t\t\t\t\n• C언어 기반의 Embedded S/W (Firmware) 개발 가능자\t\t\t\t\t\t\t\t\t', '• 경력 (3년 이상)\t\t\t\t\t\t\t\t\t\n• 전기/전자/전파/제어/ 컴퓨터공학 전문학사 이상\t\t\t\t\t\t\t\t\t\n• C언어 활용 가능자\t\t\t\t\t\t\t\t\t', '• 관련분야 석사급 전공자\t\t\t\t\t\t\t\t\t\n• ISO26262 기능안전 기반 설계 경험자 \t\t\t\t\t\t\t\t\t\n• ADAS 분야 양산 개발 경험자\t\t\t\t\t\t\t\t\t\n• IATF16949, VDA6.3 (A-Spice) 기반 개발 프로세스 실무 경험\t\t\t\t\t\t\t\t\t\n• 영어 우수자\t\t\t\t\t\t\t\t\t']"
씨메스,경력 3~10년,회사내규에 따름,"서울 강남구 도산대로 318 SB타워 7F, 8F",로봇제어,[CMES] 어플리케이션 알고리즘 엔지니어 경력직 채용,"['C++SW', '• 소프트웨어 플랫폼내 다양한 컴포넌트 개발 (디바이스 제어, 통신 모듈, UI 위젯, 알고리즘)\n• 3D 센서 활용한 측정장치 및 자동화 설비에 사용되는 소프트웨어 모듈 개발\n• 어플리케이션 엔지니어와 협업하여 프로젝트에 요구되는 기능모듈 개발\n• 기능 모듈의 개선, 유지보수, 테스트 및 형상 관리', '• 운전면허 소지 및 운전 가능자\n• C++ 3년 이상 업무 경력\n• 10명 이상 소프트웨어 개발팀 근무 경력\n• 전문연구요원 지원가능 (병역특례)', '• 2D/3D 비젼 개발 경력 우대\n• 반도체/디스플레이 공정설비 개발 경력 우대']"
씨메스,경력 3~10년,회사내규에 따름,"서울 강남구 도산대로 318 SB타워 7F, 8F",로봇제어,[CMES] 어플리케이션 소프트웨어 엔지니어 경력직 채용,"['JavaScriptC++PythonC', '• 3D 비전 검사/로봇 가이던스 소프트웨어의 고객사향 개발, 유지보수 및 기술지원 (상용 비전 라이브러리, 상용 비전 및 구동부 하드웨어 연동 기능 개발)\n• 소프트웨어 플랫폼을 활용한 시스템 제어로직 설계, UI/UX를 포함한 어플리케이션 소프트웨어 개발 및 고객사이트 적용\n• 필드 소프트웨어 이슈 관리 및 소프트웨어 품질 관리 업무', '• 운전면허 소지 및 운전 가능자\n• 전산, 컴퓨터 공학 및 유사 전공자 (경력자의 경우 3년 이상의 소프트웨어 개발분야 근무경력)\n• 중/상급 수준 이상의 프로그램 언어 사용능력 (C/C++, Javascript, Python 등) 및 프로젝트 수행 경험\n• 전문연구요원 지원가능(병역특례)', '• 2D/3D 비전 프로그램 경험자\n• 로봇 운용/연동 프로그램 경험자\n• 자동화설비 운용프로그램 개발 경험자\n• PM 경력자']"
아이로,경력신입~4년,회사내규에 따름,경기도 광명시 덕안로104번길 17 광명 M클러스터 3층 310호,로봇제어,전자회로 개발자 모집,"['OrcadHWPCBAnalog', '• 회로 설계 및 디버깅\n  1) 새로운 기능 구현을 위한 센서 조사 및 적용을 위한 datasheet 분석 후 이를 기반으로 회로 작성\n  2) 배터리 기반의 전력 관리 회로 작성\n  3) 회로의 발열 요소 분석 후 발열을 최소화 하는 회로 작성\n  4) 각 센서 및 장치들의 신호/전원 레벨에 따라 적합한 변한 회로 작성\n  5) 전력과 신호 전달 계통을 복합 케이블을 통해 전달하고 잡음을 최소화 할 수 있는 회로를 작성\n  6) 개발된 회로 빛 불량 회로에서 불량 요소를 분석\n\n• 드론 및 Mission Planner 운영\n  1) Ardupilot 기반의 펌웨어 분석 및 개조\n  2) Mission Planner를 사용한 드론 경로제어\n  3) Mission Planner를 사용해서 드론의 설정 및 튜닝\n  4) Mission Planner를 사용해서 드론 군무를 조작\n  5) 드론의 각 부품을 이해하고 필요한 모듈을 추가하거나 설정\n\n• 부품 수급 및 관리\n  1) 부품 재고 관리\n  2) 수급 상태에 따라 대체 부품 조사\n  3) 개발을 위한 샘플 회로 제작의 전반을 관리\n  4) 개발 완료 제품의 생산 이관 및 생산관리 지원', '• 위 주요 업무 내용 중 각 항목 별 2개 이상 가능한 지원자\n• 전공 : 전기공학, 전자공학 필수\n• 경력 : 신입 ~ 4년', '• 로봇 개발의 다수 경험을 가진 지원자\n• 자기 주도적 업무를 지향하는 지원자\n• 새로움에 도전하며, 조직문화를 함께 만들어 나갈 지원자\n• 끈기 있게 원인을 탐색하고 해결방안을 찾아내며 함께 성장해 나 지원자']"
클로봇,경력 3~6년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",로봇제어,[클로봇] Robot Controller 및 Driver 개발자(병역특례 가능),"['C++LinuxSW', '• Two-wheel Differential, Swerve, Tricycle, Mecanum 타입 등의 구동부 제어 알고리즘 개발\n• LiDAR, IMU, Ultrasonic 센서 등의 Driver 개발\n• 기타 부가적인 로봇 장치에 대한 Driver 개발\n• Serial/CAN/Modbus 등의 통신 인터페이스 개발\n• 개발된 SW의 평가 및 검증\n• 자율주행 알고리즘 일부 개발 참여\n• 알고리즘 설계 및 구현에 대한 내용 문서화\n• 양산 로봇에 적용 가능한 좋은 품질의 코드 작성', '• 로보틱스, 컴퓨터 공학 또는 관련 학과의 학사 이상 학위 소지자\n• SW 자료구조, 알고리즘 디자인에 대한 기본 지식 보유\n• C++ 이용 개발 경험 보유\n• 팀원과의 원활한 소통 및 협업 능력 보유', '• 자율주행 알고리즘에 대한 이해\n• Git을 이용한 버전 관리 경험 보유\n• Linux, ROS 이용 개발 경험 보유\n• 전문연구요원(병역특례) 지원 가능']"
다임리서치,경력 2~7년,회사내규에 따름,서울시 서초구 반포대로28길 20,로봇제어,디지털 트윈 제작을 위한 Unity 3D 모델러,"['C++UnityASP.NETUnreal EngineConfluence3D RenderingC#PostgreSQLJira.NET', '• Unity에서 사용되는 세부적인 디지털 트윈 3D 모델을 구현합니다.\n• 프로그래머와 협업하여 디지털 트윈의 특정 요구 사항과 기능을 이해합니다.\n• 시각적 품질 저하 없이 모델이 성능에 최적화되었는지 확인합니다.\n• 텍스처와 머티리얼을 적용하여 사실적인 외관을 구현합니다.\n• 필요에 따라 간단한 애니메이션을 제작할 수 있어야 합니다.\n• 모델을 테스트하고 수정하여 프로젝트 사양을 충족하는지 확인합니다.\n• 3D 모델링 및 Unity 개발의 최신 트렌드와 기술을 계속 업데이트합니다.', '• Unity 3D URP 환경에서 셋업한 경험\n• 세부적인 3D 모델과 애니메이션을 보여주는 포트폴리오\n• Unity 씬에 제작한 모델을 임포트하고 배치하는데 능숙\n• 팀에서 협업하고 효과적으로 소통할 수 있는 능력', '• 3년 이상의 3D 모델링\n• Unity의 렌더링 파이프라인 및 최적화 기술에 대한 지식\n• 모델 디테일에 대한 관심\n• 산업 디자인, 또는 모델링 관련 분야 대학 졸업\n• 인공지능에 대한 관심\n• 에셋 폴더와 파일 정리에 대한 관심과 본인만의 룰 또는 철학이 있으신분\n\n[선호 인력 예시]\n• 분야와 관계 없이 유니티, 언리얼 엔진을 활용한 개발을 해보신 분은 좋습니다.\n• 다수의 자율 주행 로봇을 유니티, 언리얼 엔진을 활용해 시뮬레이션 하는 서비스를 개발해 보신 분\n• 게임 분야에서 유니티, 언리얼 엔진을 활용한 게임 클라이언트 개발을 해보신 분']"
다임리서치,경력 2~7년,회사내규에 따름,서울시 서초구 반포대로28길 20,로봇제어,디지털 트윈 제작을 위한 Unity 3D 개발자,"['C++UnityASP.NETUnreal EngineConfluence3D RenderingC#PostgreSQLJira.NET', '• 사용성과 미학에 중점을 두고 Unity 3D 프로젝트 내에서 사용자 인터페이스를 설계, 개발 및 구현합니다.\n• UGUI를 사용하여 사용자 친화적인 인터랙티브 3D 화면 요소를 제작합니다.\n• UI 요소를 3D 환경에 원활하게 통합합니다.\n• 복잡한 UI 관련 문제를 해결하고 UI 성능을 최적화합니다.\n• 디지털 트윈 프로젝트의 전반적인 설계 및 개발에 기여합니다.\n• 특히 UI/UX 디자인 분야의 최신 유니티 개발 동향을 파악합니다.\n• 팀 회의에 참여하여 통찰력 있는 피드백과 아이디어를 제공합니다.', '• 디지털 트윈을 활용해 실제 고객 가치를 창출하는 일에 관심이 있으신 분\n• UI 및 콘텐츠 개발에 중점을 둔 Unity 개발 경험\n• 3D 환경에서 사용자 인터페이스를 설계하고 구현한 포트폴리오\n• Unity의 C# 스크립팅에 익숙하신 분\n• OOP 에 대한 이해\n• 유니티 오브젝트 - 컴포넌트 모델에 대한 이해\n• Unity의 URP에 대한 이해 및 성능 최적화 기술에 대한 높은 이해도\n• 팀 환경에서 협업할 수 있는 커뮤니케이션 능력\n• C# Reflection에 대한 이해\n• 컴퓨터 공학 또는 관련 분야 학사 학위 또는 이와 동등한 경험', '• 프로젝트 완료 경험\n• 비동기 프로세스에 대한 이해\n• 서버 - 클라이언트 구조에 대한 경험\n• UniRx 사용 경험\n• 커스텀 쉐이더 스크립팅 경험\n• 다양한 디자인 패턴에 대한 이해\n• Dependancy Injection과 MVVM에 대한 이해\n\n[선호 인력 예시]\n• 분야와 관계 없이 유니티, 언리얼 엔진을 활용한 개발을 해보신 분은 좋습니다.\n• 다수의 자율 주행 로봇을 유니티, 언리얼 엔진을 활용해 시뮬레이션 하는 서비스를 개발해 보신 분\n• 게임 분야에서 유니티, 언리얼 엔진을 활용한 게임 클라이언트 개발을 해보신 분']"
유진로봇,경력 5~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,로봇제어,AMS사업부 SI팀 PLC 엔지니어,"['PLC', '• PLC 로직 개발 및 전장설계\n• 물류자동화 부문의 자율주행로봇 차상장치\n• 물류자동화 부문의 고정설비 장치', '• 초대졸 이상\n• 경력 5년 이상\n• 지방/해외 출장 가능자\n• 다양한 PLC(Mitsubishi, LS, Siemens) 및 모션 제어 경험 보유자', '• 물류 자동화 현장 경험자 우대']"
네오에이블,경력 3~10년,회사내규에 따름,서울시 구로구 디지털로 242 한화비즈메트로 315호,로봇제어,하드웨어 설계 및 소프트웨어 개발,"['Circuit designHWFWSWMCUArduinoEmbedded', '• 8051, MSP430, ARM 등 MCU의 통합 개발환경을 활용한 펌웨어 개발\n• 센서, 모터 제어 하드웨어 소프트웨어 연구 및 개발\n• 회로 설계 (주요 업무는 아니지만 어느 정도는 회로 설계가 가능해야 함)\n• 현장 설치 및 테스트 업무', '• 학력 : 전문대졸 이상\n• 경력 : 3년 이상의 근무 경력, 혹은 담당업무 역량을 입증할 수 있는 경력 외 근거', '• 전공 : 전기·전자공학 혹은 유사 전공\n• 영문 기술자료를 읽고 이해할 수 있을 정도의 영어 활용 능력\n• 아두이노 개발 경험']"
뉴빌리티,경력신입~5년,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",로봇제어,Planning & Control Engineer(전문연구요원 가능),"['C++ROSLinuxEmbeddedC', '• 실외 자율주행 로봇의 이동 경로 생성 알고리즘 개발\n• 모바일 로봇의 모션 제어 시스템 개발\n• 개발된 알고리즘 및 시스템에 대한 성능 향상 및 안정성 평가', '• 컴퓨터 공학, 전기/전자 공학, 기계 공학 또는 관련 분야에서의 학사 또는 석사 학위\n• 프로그래밍에 대한 우수한 이해와 경험\n• C / C++ 프로그래밍 언어에 대한 이해\n• ROS(로봇 운영체제) 또는 기타 로봇 프레임워크에 대한 경험', '• 경로 계획 알고리즘 / 제어 시스템 개발 관련 경험\n• Linux / Embedded 시스템에서의 개발 경험\n• 다양한 센서에 대한 사용 경험\n• 체계적인 문서 작업/관리 경험\n• 영어 / 한국어에 대한 커뮤니케이션 스킬']"
긴트,경력 2~9년,회사내규에 따름,경기 성남시 분당구 판교로228번길 17 4층 긴트,로봇제어,자율주행 개발자,"['C++SWMATLABPythonC', '• 농기계 자율주행 및 AI 관련 해외 논문 조사 및 요약\n• 농경지 자율주행을 위한 전역/지역 경로 생성 알고리즘 개발\n• 경로 추종 제어 알고리즘 개발\n• 농기계 위치/자세/주행 상태를 추정하는 센서 퓨전 알고리즘 개발\n• 농기계 주행 상황에서 센서 노이즈 제거 시스템 개발', '• Matlab(Simulink), C/C++, Python 프로그래밍 언어 사용 가능한 분\n• 수학적 지식 보유자(선형 대수, 공업 수학, 확률, 최적화 기법 등)', '• 기계, 컴퓨터, 자동차, 제어, 로봇공학 관련 전공\n• 자율주행 및 AI 관련 해외 학회/저널 논문 게재 경험\n• GNSS, IMU에 대한 이해\n• 차량 동역학에 대한 이해']"
클로봇,경력 5~15년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",로봇제어,[클로봇] Path & Motion Planning 개발자(병역특례 가능) 채용,"['C++LinuxROSPython', '• 로봇 형상을 고려한 실시간 경로계획 알고리즘 개발 및 배포\n• 경로 추종 및 장애물 회피 제어 알고리즘 개발 및 배포\n• 시스템 요구사항을 만족하는 새로운 Planner 연구 및 개발\n• 새로운 Planner 또는 기존 Planner 개선 부분에 대한 평가 및 검증\n• 알고리즘 설계 및 구현에 대한 내용 문서화\n• 양산 로봇에 적용 가능한 좋은 품질의 코드 작성', '• 로보틱스, 컴퓨터 공학 또는 관련 학과의 석사 이상 학위 소지자\n• 전통적인 Planning 알고리즘(A*, RRT, PRM 등)에 대한 이해\n• 로봇 기구학 및 동역학에 대한 기본 지식 보유\n• 선형대수 및 공간 기하학에 대한 기본 지식 보유\n• 기구학/동역학적 제약조건을 고려한 알고리즘 및 비선형 최적화에 대한 개발 경험 보유\n• C++/Python 이용 개발 경험 보유\n• SW 자료구조, 알고리즘 디자인에 대한 기본 지식 보유\n• 팀원과의 원활한 소통 및 협업 능력 보유', '• 해당 분야 박사 학위 혹은 5년 이상의 개발 경력\n• 실내/실외 자율주행 알고리즘에 대한 이해\n• Git을 이용한 버전 관리 경험 보유\n• Linux, ROS 이용 개발 경험 보유\n• 전문연구요원(병역특례) 지원']"
시스콘,경력 3~10년,회사내규에 따름,"인천광역시 서구 로봇랜드로 155-30, 로봇R&D센터 4층",로봇제어,Robotics Engineer(Path planning & Control Engineer/Researcher),"['ROSC++', '• 프로젝트 주행 모듈 관리 및 개선\n• 경로 계획 연구 개발\n• 경로 추종 및 제어 연구 개발\n• 물체 회피 연구 개발 / 멀티 로봇 주행 연구 개발', '• 주행 모듈(경로 계획, 물체 회피, 경로 추종, 멀티 로봇, 기구학/동역학 모델링 등) 개발 경험자\n• ROS/ROS2 경험자\n• C++ 개발 경험자\n• 의사 소통, 협업, 문제 해결 능력', '• 석사 이상의 학력 혹은 3년 이상의 경력\n• 모션 제어, 최적 제어, 경로 생성 개발, 실무 및 리딩 경험이 있는 분\n• 영어 능통자\n• C++ 최적화, 자료 구조 능통자']"
엠투아이코퍼레이션,경력 2~10년,회사내규에 따름,경기도 안양시 동안구 시민대로 327번길 11-35,로봇제어,스마트팩토리솔루션 구축 경력 채용,"['C++JavaSQLC#', '• 스마트팩토리 시스템 구축 및 운영\n• 자동화 제어, 설비 통신 인터페이스 및 제어\n• 자사 HMI/SCADA 솔루션을 활용한 스마트팩토리 구축', '• 대학 4년제 이상\n• 경력 2년~10년\n• 전기, 전자, 제어계측, 소프트웨어 관련 전공(신입만 해당, 경력자는 전공무관)', '• 스마트팩토리 관련업무 경험자\n• 개발언어로 프로그래밍 가능자 (JAVA, C#, C++)\n• 지멘스, AB PLC 운용 경험자\n• MS-SQL 또는 관련 RDBMS 경험자\n• 로봇 (협동로봇, AMR) 또는 Vision 관련 경험자']"
