순위,기업이름,분야,평점,연봉
5238,신우회계법인 ,기관/협회,2.6,2698
5239,신흥글로벌 ,유통/무역/운송,2.6,3623
5240,언더독스 ,기관/협회,2.6,3634
5241,에스엔유프리시젼 ,제조/화학,2.6,3608
5242,에스엠이씨 ,제조/화학,2.6,3616
5243,영원아웃도어 ,제조/화학,2.6,4420
5244,오스템임플란트 ,의료/제약/복지,2.6,4500
5245,웰시스 ,서비스업,2.6,2366
5246,위즈코어 ,IT/웹/통신,2.6,3634
5247,제일약품 ,의료/제약/복지,2.6,4429
5248,지온네트웍스 ,IT/웹/통신,2.6,3542
5249,칼라메이트 ,유통/무역/운송,2.6,3388
5250,캐논코리아컨슈머이미징 ,유통/무역/운송,2.6,4909
5251,케이씨씨오토 ,유통/무역/운송,2.6,3167
5252,케이티커머스 ,유통/무역/운송,2.6,4269
5253,쿠산코리아 ,서비스업,2.6,3376
5254,포에버21코리아리테일(유) ,유통/무역/운송,2.6,3148
5255,플러스이엔지 ,제조/화학,2.6,4100
5256,한국호야전자 ,제조/화학,2.6,3373
5257,한성자동차 ,유통/무역/운송,2.6,3506
5258,해비치호텔앤드리조트 ,서비스업,2.6,3077
5259,현대 유엔아이 ,IT/웹/통신,2.6,4840
5260,흥국화재해상보험 ,은행/금융업,2.6,5866
5261,(사)한국핀테크지원센터 ,기관/협회,2.6,4471
5262,(재)극동방송 ,미디어/디자인,2.6,4247
5263,기업금융센타 ,은행/금융업,2.6,2950
5264,네오리진 ,IT/웹/통신,2.6,3807
5265,단군기획 ,IT/웹/통신,2.6,2888
5266,도브투래빗 ,IT/웹/통신,2.6,3374
5267,독서문화연구원 ,교육업,2.6,3296
5268,디유닛 ,IT/웹/통신,2.6,3346
5269,디지트론 ,제조/화학,2.6,3574
5270,블록체인컴퍼니 ,IT/웹/통신,2.6,3853
5271,비욘드테크 ,유통/무역/운송,2.6,2871
5272,비즈스프링 ,IT/웹/통신,2.6,3228
5273,새하컴즈 ,IT/웹/통신,2.6,4246
5274,성일기공 ,제조/화학,2.6,3176
5275,소모비전 ,제조/화학,2.6,3403
5276,싸이버스카이 ,유통/무역/운송,2.6,3059
5277,쌍용씨앤비 ,제조/화학,2.6,3900
5278,씨에스원파트너 ,서비스업,2.6,2841
5279,아리시스 ,IT/웹/통신,2.6,3732
5280,아이지에이웍스 ,IT/웹/통신,2.6,3478
5281,에르메스로직스 ,유통/무역/운송,2.6,2947
5282,에이블스토어 ,IT/웹/통신,2.6,2694
5283,엔쓰리디앤티 ,건설업,2.6,2780
5284,우리로 ,제조/화학,2.6,2897
5285,유베이스 ,서비스업,2.6,2716
5286,이노트리 ,IT/웹/통신,2.6,3451
5287,이티엠 ,서비스업,2.6,3111
5288,제넥신 ,의료/제약/복지,2.6,4352
5289,진코퍼레이션 ,IT/웹/통신,2.6,3393
5290,카프로 ,제조/화학,2.6,4419
5291,케이에스메이트 ,서비스업,2.6,3107
5292,클렉스 ,미디어/디자인,2.6,2869
5293,투고커뮤니케이션 ,미디어/디자인,2.6,3054
5294,트랜스코스모스코리아 ,서비스업,2.6,2761
5295,포씨게이트 ,IT/웹/통신,2.6,3643
5296,플렉스이엔엠 ,IT/웹/통신,2.6,3542
5297,한국비엔씨 ,의료/제약/복지,2.6,3499
5298,현대렌탈케어 ,서비스업,2.6,4427
5299,꼬레뱅 보나베띠 ,서비스업,2.6,2301
5300,꿈을담은틀 ,미디어/디자인,2.6,2376
5301,대농텍스타일 ,제조/화학,2.6,3720
5302,더디엔에이 ,미디어/디자인,2.6,3163
5303,두림야스카와 ,제조/화학,2.6,3980
5304,디지엠정보기술 ,IT/웹/통신,2.6,2717
5305,디지털아이디어 ,IT/웹/통신,2.6,3190
5306,롯데손해보험 ,은행/금융업,2.6,5504
5307,리엔케이화장품 ,제조/화학,2.6,2298
5308,마음의숲 ,의료/제약/복지,2.6,2800
5309,바른손게임즈 ,IT/웹/통신,2.6,2453
5310,버츄얼빌더스 ,IT/웹/통신,2.6,4115
5311,법무법인푸른 ,기관/협회,2.6,2628
5312,브이테크놀로지코리아 ,제조/화학,2.6,3375
5313,삼양식품 ,제조/화학,2.6,4016
5314,샤넬코리아(유) ,유통/무역/운송,2.6,3745
5315,서린정보기술 ,IT/웹/통신,2.6,4713
5316,세원텔레텍 ,제조/화학,2.6,3926
5317,신라명과 ,제조/화학,2.6,3607
5318,아이코닉스 ,미디어/디자인,2.6,4244
5319,안리쓰코퍼레이션 ,IT/웹/통신,2.6,4358
5320,에버그린코리아 ,유통/무역/운송,2.6,3187
5321,에스이사이버평생교육원 ,교육업,2.6,3099
5322,엔씨에이취코리아 ,제조/화학,2.6,4441
5323,엔에이치엔서비스 ,IT/웹/통신,2.6,2512
5324,엘비휴넷 ,서비스업,2.6,2748
5325,오쏘엔 나비컴 ,미디어/디자인,2.6,2925
5326,위딘씨앤씨 ,미디어/디자인,2.6,2893
5327,위피드 ,서비스업,2.6,2298
5328,유씨코리아 ,미디어/디자인,2.6,2578
5329,유젠플랜에이 ,IT/웹/통신,2.6,4014
5330,임픽스 ,IT/웹/통신,2.6,3187
5331,제오젠 ,IT/웹/통신,2.6,3135
5332,카닥 ,IT/웹/통신,2.6,4475
5333,컬리어스인터내셔널코리아 ,건설업,2.6,4650
5334,태평양금속 ,제조/화학,2.6,3855
5335,파라다이스 카지노 제주 그랜드 ,서비스업,2.6,3074
5336,파크하얏트서울 ,서비스업,2.6,2762
5337,팬코 ,제조/화학,2.6,3903
5338,프람트 ,IT/웹/통신,2.6,2754
5339,하쿠호도제일 ,미디어/디자인,2.6,4258
5340,한국문화예술교육진흥원 ,교육업,2.6,2907
5341,한국제지 ,제조/화학,2.6,4845
5342,한국컴퓨터 ,제조/화학,2.6,3376
5343,현대라이프생명보험 ,은행/금융업,2.6,5342
5344,(사)제철복지회 ,서비스업,2.6,3217
5345,(유)옥시레킷벤키저 ,제조/화학,2.6,5454
5346,(재)행복아이씨티 ,IT/웹/통신,2.6,3568
5347,다미화학 ,유통/무역/운송,2.6,3209
5348,대두식품 ,제조/화학,2.6,3651
5349,데이타솔루션 ,IT/웹/통신,2.6,3909
5350,덴츠크리에이티브코리아 ,미디어/디자인,2.6,4422
5351,동아기술공사 ,건설업,2.6,3422
5352,두올 ,제조/화학,2.6,3816
5353,반도건설 ,건설업,2.6,5261
5354,브리온컴퍼니 ,서비스업,2.6,3457
5355,사조오양 ,제조/화학,2.6,3669
5356,솔라테크 ,제조/화학,2.6,3615
5357,스펙스 ,제조/화학,2.6,3181
5358,싸이웍스 ,IT/웹/통신,2.6,2913
5359,썬더소프트코리아 ,IT/웹/통신,2.6,3836
5360,에이아이티 ,제조/화학,2.6,3201
5361,에이치에스하이테크 ,제조/화학,2.6,3815
5362,엑셀세라퓨틱스 ,기관/협회,2.6,3938
5363,우성 ,제조/화학,2.6,3813
5364,위메프 ,IT/웹/통신,2.6,3989
5365,이랜텍 ,제조/화학,2.6,3664
5366,이마트에브리데이 ,유통/무역/운송,2.6,3313
5367,익선다다 ,건설업,2.6,3430
5368,제노레이 ,제조/화학,2.6,3494
5369,제이드스튜디오스 ,제조/화학,2.6,3442
5370,카펙발레오 ,제조/화학,2.6,4864
5371,코린토 ,유통/무역/운송,2.6,2968
5372,코어교육 ,교육업,2.6,3348
5373,트윔 ,IT/웹/통신,2.6,3701
5374,파오스파트너스 ,IT/웹/통신,2.6,3054
5375,현대캐터링시스템 ,서비스업,2.6,3760
5376,AJ네트웍스 ,서비스업,2.6,3782
5377,경창산업 ,제조/화학,2.6,4818
5378,공간정보기술 ,IT/웹/통신,2.6,3143
5379,굿리치 ,은행/금융업,2.6,3917
5380,기산전자 ,제조/화학,2.6,4202
5381,동부엘이디 ,제조/화학,2.6,3575
5382,라츠 ,유통/무역/운송,2.6,4472
5383,로엘법무법인 ,기관/협회,2.6,2928
5384,롯데네슬레코리아 ,제조/화학,2.6,4097
5385,비락 ,제조/화학,2.6,3784
5386,샘표식품 ,제조/화학,2.6,3513
5387,선보공업 ,제조/화학,2.6,3413
5388,세방전지 ,제조/화학,2.6,4618
5389,시몬느 ,제조/화학,2.6,3784
5390,신가병원 ,의료/제약/복지,2.6,2788
5391,에스앤티씨 ,제조/화학,2.6,4159
5392,에이디티캡스 ,서비스업,2.6,3715
5393,에이치케이저축은행 ,은행/금융업,2.6,4243
5394,엠일레븐커뮤니케이션 ,서비스업,2.6,2818
5395,연세대학교연세우유 ,유통/무역/운송,2.6,4498
5396,우진글로벌로지스틱스 ,유통/무역/운송,2.6,3848
5397,위너콤 ,제조/화학,2.6,3995
5398,이노라임 ,IT/웹/통신,2.6,3107
5399,인천영어마을 ,교육업,2.6,2575
5400,전자랜드 ,유통/무역/운송,2.6,3512
5401,제이에이치관광개발 ,서비스업,2.6,2280
5402,커핀그루나루 ,서비스업,2.6,2905
5403,콜로플라스트코리아 ,유통/무역/운송,2.6,5223
5404,퀴네앤드나겔 ,유통/무역/운송,2.6,4107
5405,파나소닉디바이스세일즈코리아 ,유통/무역/운송,2.6,4434
5406,푸디스트 ,유통/무역/운송,2.6,3755
5407,한국미즈노 ,유통/무역/운송,2.6,3815
5408,한국전자금융 ,서비스업,2.6,3949
5409,한덕엔지니어링 ,건설업,2.6,2541
5410,현대알루미늄 ,건설업,2.6,3506
5411,휴맥스오토모티브 ,제조/화학,2.6,4681
5412,(사)한국능률협회 ,기관/협회,2.6,4898
5413,(유)한국타코닉 ,제조/화학,2.6,4227
5414,금복주 ,제조/화학,2.6,4287
5415,깃플 ,IT/웹/통신,2.6,4432
5416,놀부 ,제조/화학,2.6,3801
5417,대동 ,제조/화학,2.6,5322
5418,더블유컨셉코리아 ,유통/무역/운송,2.6,4127
5419,동훈아이텍 ,IT/웹/통신,2.6,3121
5420,드림이앤디 ,건설업,2.6,3583
5421,로그인디 ,기관/협회,2.6,2479
5422,브랜드501 ,제조/화학,2.6,3000
5423,브리지텍 ,IT/웹/통신,2.6,4355
5424,브이티더블유 ,IT/웹/통신,2.6,4143
5425,비욘드마케팅그룹 ,미디어/디자인,2.6,3188
5426,사회평론 ,미디어/디자인,2.6,3742
5427,세컨드스텝 ,미디어/디자인,2.6,2318
5428,실리콘투 ,유통/무역/운송,2.6,3440
5429,쎄니트 ,제조/화학,2.6,3452
5430,아벤트코리아 ,제조/화학,2.6,3195
5431,아트숨비 ,제조/화학,2.6,2747
5432,얼반웍스 ,미디어/디자인,2.6,2385
5433,엠티데이타 ,IT/웹/통신,2.6,3068
5434,와이비엠넷 ,교육업,2.6,3213
5435,우양 ,제조/화학,2.6,3321
5436,우익반도체 ,제조/화학,2.6,5428
5437,잉크테크 ,제조/화학,2.6,3716
5438,케이씨씨 ,제조/화학,2.6,4685
5439,케이엠 ,제조/화학,2.6,3428
5440,코리아센터 ,IT/웹/통신,2.6,3687
5441,텐핑거스 ,IT/웹/통신,2.6,2670
5442,티앤더블유코리아 ,서비스업,2.6,2730
5443,포컴퍼니 ,제조/화학,2.6,3402
5444,풀무원녹즙 ,제조/화학,2.6,4505
5445,해피머니아이엔씨 ,서비스업,2.6,3527
5446,휴마트컴퍼니 ,IT/웹/통신,2.6,4365
5447,TDCX ,서비스업,2.6,3389
5448,국립암센터 ,의료/제약/복지,2.6,3691
5449,넥스챌 ,IT/웹/통신,2.6,3205
5450,농심엔지니어링 ,제조/화학,2.6,4886
5451,대검찰청 ,기관/협회,2.6,3671
5452,대한광통신 ,제조/화학,2.6,4267
5453,디에이인포메이션 ,IT/웹/통신,2.6,4058
5454,리레코코리아 ,유통/무역/운송,2.6,2990
5455,말레동현필터시스템 ,제조/화학,2.6,4382
5456,메르세데스벤츠파이낸셜서비스코리아 ,은행/금융업,2.6,4732
5457,새마을운동중앙회(사) ,기관/협회,2.6,7611
5458,스튜디오게일 ,미디어/디자인,2.6,3301
5459,에이치엔아이엔씨 ,IT/웹/통신,2.6,4472
5460,엠투컴 ,미디어/디자인,2.6,2938
5461,오비에스경인티브이 ,미디어/디자인,2.6,3930
5462,웹모아 ,IT/웹/통신,2.6,3102
5463,위워크코리아(유) ,서비스업,2.6,5031
5464,인터솔루션테크놀로지 ,IT/웹/통신,2.6,2973
5465,인터컴피씨오 ,IT/웹/통신,2.6,3230
5466,잠바주스 ,서비스업,2.6,2659
5467,제이케이인터내셔널 ,유통/무역/운송,2.6,2949
5468,존슨콘트롤즈인터내셔널코리아 ,건설업,2.6,3664
5469,케이피엑스케미칼 ,제조/화학,2.6,4474
5470,퀸텟시스템즈 ,IT/웹/통신,2.6,3173
5471,티움솔루션즈 ,유통/무역/운송,2.6,3219
5472,포스텍 ,서비스업,2.6,3375
5473,하나마이크론 ,제조/화학,2.6,3946
5474,한국후지공업 ,제조/화학,2.6,2955
5475,한화손해사정 ,은행/금융업,2.6,3665
5476,(유)매나테크코리아 ,유통/무역/운송,2.6,3588
5477,(유)스태츠칩팩코리아 ,제조/화학,2.6,3780
5478,(의)한성재단포항세명기독병원 ,의료/제약/복지,2.6,3584
5479,(재)한.호기독교선교회일신기독병원 ,의료/제약/복지,2.6,2938
5480,계양정밀 ,제조/화학,2.6,4164
5481,고시넷 ,교육업,2.6,2457
5482,네오플램 ,제조/화학,2.6,3538
5483,덱스컨설팅 ,기관/협회,2.6,2952
5484,두꺼비세상 ,IT/웹/통신,2.6,3550
5485,디하이브 ,미디어/디자인,2.6,3416
5486,떠나요 ,서비스업,2.6,4138
5487,룽투코리아 ,IT/웹/통신,2.6,3116
5488,르호봇비즈니스인큐베이터 ,기관/협회,2.6,2880
5489,미래보 ,제조/화학,2.6,3035
5490,발렉스서비스 ,서비스업,2.6,3048
5491,블리스트 ,제조/화학,2.6,3123
5492,비앤비코리아 ,제조/화학,2.6,3186
5493,센텍 ,제조/화학,2.6,3464
5494,알펜시아 ,서비스업,2.6,2922
5495,유세스파트너스 ,서비스업,2.6,2903
5496,이노솔루션 ,교육업,2.6,4191
5497,이슈캐스터 ,미디어/디자인,2.6,2624
5498,이씨엠디 ,서비스업,2.6,2884
5499,인포벨 ,유통/무역/운송,2.6,3493
5500,조은세이프 ,서비스업,2.6,2516
5501,천재교육 ,미디어/디자인,2.6,3555
5502,코난테크놀로지 ,IT/웹/통신,2.6,3860
5503,타워피엠씨 ,건설업,2.6,3012
5504,타임컨텐츠 ,교육업,2.6,3267
5505,히든스페이스 ,서비스업,2.6,2434
5506,게이트비젼 ,유통/무역/운송,2.6,3320
5507,꺄르르팩토리 ,미디어/디자인,2.6,2802
5508,대상정보기술 ,IT/웹/통신,2.6,4255
5509,대신정보통신 ,IT/웹/통신,2.6,3864
5510,대원대학교 ,교육업,2.6,2840
5511,덕산하이메탈 ,제조/화학,2.6,4425
5512,동양네트웍스 ,IT/웹/통신,2.6,4021
5513,레미코리아(유) ,제조/화학,2.6,3991
5514,롯데하이마트 ,유통/무역/운송,2.6,4272
5515,매일일보 ,미디어/디자인,2.6,3109
5516,머큐리포스트 ,미디어/디자인,2.6,2512
5517,무인양품 ,유통/무역/운송,2.6,2510
5518,보머스디자인 ,미디어/디자인,2.6,2972
5519,부킹닷컴코리아(유) ,서비스업,2.6,4066
5520,사회복지법인 밀알복지재단 ,의료/제약/복지,2.6,3293
5521,상미식품 ,제조/화학,2.6,3438
5522,세일이엔에스 ,건설업,2.6,3344
5523,십이지 ,IT/웹/통신,2.6,2831
5524,아사아블로이코리아아이레보 ,제조/화학,2.6,4160
5525,아이씨뱅큐 ,유통/무역/운송,2.6,3233
5526,아프로서비스그룹대부 ,은행/금융업,2.6,3976
5527,아홉(유) ,IT/웹/통신,2.6,3705
5528,알루이엔씨 ,건설업,2.6,3128
5529,언더아머코리아(유) ,유통/무역/운송,2.6,3864
5530,엠게임 ,IT/웹/통신,2.6,3032
5531,올라이트라이프 ,건설업,2.6,3269
5532,와이즈멘토 ,교육업,2.6,2692
5533,유니슨 ,제조/화학,2.6,3961
5534,인터지스 ,유통/무역/운송,2.6,4188
5535,전기초자코리아 ,제조/화학,2.6,4523
5536,정우산기 ,제조/화학,2.6,3899
5537,지에스글로벌 ,유통/무역/운송,2.6,5718
5538,케이이티솔루션 ,제조/화학,2.6,3785
5539,콜랩코리아 ,IT/웹/통신,2.6,3940
5540,튼튼병원 ,의료/제약/복지,2.6,2636
5541,틱톡 ,IT/웹/통신,2.6,4514
5542,한국문헌정보기술 ,IT/웹/통신,2.6,3105
5543,한국물가협회(사) ,기관/협회,2.6,4054
5544,한국미쓰비시엘리베이터 ,제조/화학,2.6,4391
5545,한국사회복지협의회 ,기관/협회,2.6,3049
5546,한국엔드레스하우저 ,유통/무역/운송,2.6,4755
5547,한국와이퍼 ,제조/화학,2.6,4320
5548,한빛소프트 ,IT/웹/통신,2.6,3128
5549,허니문리조트 ,서비스업,2.6,3047
5550,(사)한국전자정보통신산업진흥회 ,기관/협회,2.6,5052
5551,기산과학 ,의료/제약/복지,2.6,3785
5552,네오크레마 ,제조/화학,2.6,3377
5553,넥센 ,제조/화학,2.6,4597
5554,다날엔터테인먼트 ,IT/웹/통신,2.6,3395
5555,동부팜한농 ,제조/화학,2.6,4361
5556,로빈스앤컴퍼니 ,미디어/디자인,2.6,3483
5557,미니게이트 ,IT/웹/통신,2.6,3677
5558,미래비엠 ,서비스업,2.6,2870
5559,미래아이엔씨 ,미디어/디자인,2.6,3044
5560,바로크레디트대부 ,은행/금융업,2.6,3125
5561,버키 ,IT/웹/통신,2.6,3675
5562,비아트론 ,제조/화학,2.6,3564
5563,스마트소셜 ,IT/웹/통신,2.6,2951
5564,쎄믹스 ,제조/화학,2.6,4093
5565,알엔투테크놀로지 ,제조/화학,2.6,3456
5566,엠씨에스텍 ,IT/웹/통신,2.6,2769
5567,오에스비저축은행 ,은행/금융업,2.6,4011
5568,온결 ,제조/화학,2.6,2846
5569,올가니카 ,제조/화학,2.6,4409
5570,우리엔유 ,서비스업,2.6,2443
5571,웨비나스 ,IT/웹/통신,2.6,3315
5572,이엠넷 ,미디어/디자인,2.6,3463
5573,자이냅스 ,IT/웹/통신,2.6,4241
5574,제너럴브랜즈 ,제조/화학,2.6,4231
5575,큐라이트 ,제조/화학,2.6,3845
5576,티제이커뮤니케이션 ,IT/웹/통신,2.6,3282
5577,포스토피아 ,IT/웹/통신,2.6,3229
5578,하나대체투자자산운용 ,은행/금융업,2.6,6684
5579,한글과컴퓨터 ,IT/웹/통신,2.6,4677
5580,해우지엘에스 ,유통/무역/운송,2.6,3297
5581,휴온스 ,의료/제약/복지,2.6,4320
5582,SBS아카데미컴퓨터아트학원 ,교육업,2.6,2951
5583,남양주한양병원 ,의료/제약/복지,2.6,2769
5584,네이버시스템 ,IT/웹/통신,2.6,3621
5585,넷마블몬스터 ,IT/웹/통신,2.6,4103
5586,대상다이브스 ,제조/화학,2.6,3827
5587,대성산업 ,유통/무역/운송,2.6,3626
5588,대신금속 ,제조/화학,2.6,3589
5589,대양종합건설 ,건설업,2.6,3820
5590,대원세무법인 ,기관/협회,2.6,2930
5591,대한조선 ,제조/화학,2.6,4315
5592,더클래스효성 ,유통/무역/운송,2.6,3703
5593,두양건축 ,건설업,2.6,3198
5594,두원공조 ,제조/화학,2.6,5194
5595,디알텍 ,제조/화학,2.6,4125
5596,디지털서울문화예술대학교 ,교육업,2.6,2770
5597,디토닉 ,IT/웹/통신,2.6,3596
5598,롯데씨브이에스711 ,유통/무역/운송,2.6,3448
5599,롯데알미늄 ,제조/화학,2.6,3923
5600,멜파스 ,제조/화학,2.6,3928
5601,범우화학공업 ,제조/화학,2.6,3900
5602,본아이에프 ,서비스업,2.6,3962
5603,블루래빗 ,미디어/디자인,2.6,2823
5604,비스티온일렉트로닉스코리아(유) ,제조/화학,2.6,5829
5605,비핸즈 ,유통/무역/운송,2.6,3043
5606,삼진지에스 ,유통/무역/운송,2.6,2868
5607,서플라이루트 ,유통/무역/운송,2.6,2831
5608,성안합섬 ,제조/화학,2.6,4150
5609,성일하이텍 ,제조/화학,2.6,4358
5610,신원 ,제조/화학,2.6,4162
5611,아이딕스 ,미디어/디자인,2.6,2932
5612,아이젠 ,제조/화학,2.6,3065
5613,아이티사이언스 ,IT/웹/통신,2.6,3082
5614,애찌피플 ,유통/무역/운송,2.6,2001
5615,에이앤에이이엔지 ,제조/화학,2.6,4038
5616,에프투텔레콤 ,IT/웹/통신,2.6,2988
5617,와이케이케이한국 ,제조/화학,2.6,4209
5618,윈플러스 ,제조/화학,2.6,3166
5619,이투스교육 ,교육업,2.6,3415
5620,인크루트알바콜 ,IT/웹/통신,2.6,2899
5621,정진회계법인 ,기관/협회,2.6,2887
5622,코리아승무원아카데미 ,교육업,2.6,2279
5623,토다이수 ,제조/화학,2.6,3607
5624,평화오일씰공업 ,제조/화학,2.6,4656
5625,효성건설 ,건설업,2.6,4324
5626,국순당 ,제조/화학,2.6,3787
5627,네오아이씨피 ,제조/화학,2.6,3410
5628,덕인 ,제조/화학,2.6,3637
5629,덴티스 ,제조/화학,2.6,3408
5630,동원파츠 ,제조/화학,2.6,3380
5631,디티알 ,제조/화학,2.6,4420
5632,메가젠임플란트 ,제조/화학,2.6,3828
5633,베스테크 ,제조/화학,2.6,3656
5634,비아이씨엔에스 ,IT/웹/통신,2.6,3732
5635,비티씨커뮤니케이션즈 ,미디어/디자인,2.6,3292
5636,삼숭교역상사 ,유통/무역/운송,2.6,3484
5637,신도리코 ,제조/화학,2.6,4529
5638,아이엘티 ,제조/화학,2.6,3599
5639,약진통상 ,제조/화학,2.6,4825
5640,에이제이월드 ,제조/화학,2.6,3302
5641,엔텍정보통신 ,IT/웹/통신,2.6,2832
5642,와이드 ,제조/화학,2.6,3312
5643,유니에스 ,서비스업,2.6,2755
5644,익스모바일 ,IT/웹/통신,2.6,2385
5645,인바디 ,제조/화학,2.6,4668
5646,제이와이피엔터테인먼트 ,미디어/디자인,2.6,3194
5647,채플린게임 ,IT/웹/통신,2.6,3546
5648,카티스 ,제조/화학,2.6,3130
5649,캐스트윈 ,제조/화학,2.6,2972
5650,커리어넷 ,IT/웹/통신,2.6,2744
5651,케이씨아이 ,제조/화학,2.6,3962
5652,케이옥션 ,유통/무역/운송,2.6,2955
5653,테드스토리 ,IT/웹/통신,2.6,3597
5654,한국하우톤 ,제조/화학,2.6,5059
5655,호텔농심 ,서비스업,2.6,2930
5656,휴비스 ,제조/화학,2.6,3613
5657,광영이엔씨 ,제조/화학,2.6,3999
5658,교보리얼코 ,건설업,2.6,3866
5659,기가레인 ,제조/화학,2.6,3772
5660,네슬레코리아 네스프레소 ,제조/화학,2.6,4635
5661,넥스큐브코퍼레이션 ,기관/협회,2.6,3053
5662,농업회사법인조인 ,제조/화학,2.6,3356
5663,대아이앤씨 ,건설업,2.6,4361
5664,동부증권 ,은행/금융업,2.6,4839
5665,동서페더럴모굴 ,제조/화학,2.6,4462
5666,루이비통코리아(유) ,유통/무역/운송,2.6,3150
5667,메가엠디 ,교육업,2.6,3181
5668,모트렉스 ,제조/화학,2.6,4654
5669,미르테크 ,IT/웹/통신,2.6,3028
5670,범건축종합건축사사무소 ,건설업,2.6,3107
5671,베티카 ,미디어/디자인,2.6,2927
5672,비즈라인 ,IT/웹/통신,2.6,2329
5673,삼영기계 ,제조/화학,2.6,3441
5674,샤니 ,제조/화학,2.6,3841
5675,아이서비스 ,서비스업,2.6,3941
5676,아주큐엠에스 ,IT/웹/통신,2.6,3643
5677,아진산업 ,제조/화학,2.6,4995
5678,에버민트파트너즈 ,기관/협회,2.6,3435
5679,에이치엘비테라퓨틱스 ,유통/무역/운송,2.6,3951
5680,오롬 ,미디어/디자인,2.6,3064
5681,우신공업 ,제조/화학,2.6,4038
5682,유니씨앤씨 ,유통/무역/운송,2.6,2968
5683,유니에스아이 ,유통/무역/운송,2.6,3142
5684,이수엑사보드 ,제조/화학,2.6,4322
5685,이지빌 ,건설업,2.6,4383
5686,인그리디언코리아(유) ,제조/화학,2.6,4329
5687,지아이티아카데미 ,교육업,2.6,3013
5688,지에스이하이테크 ,제조/화학,2.6,2309
5689,케이티뮤직 ,IT/웹/통신,2.6,3436
5690,통로이미지 ,IT/웹/통신,2.6,3770
5691,트라이패스 ,IT/웹/통신,2.6,3453
5692,한국검사정공사 ,서비스업,2.6,2895
5693,한국단자공업 ,제조/화학,2.6,4250
5694,한국바이오래드 ,유통/무역/운송,2.6,4403
5695,한국산업안전 ,서비스업,2.6,2991
5696,한국앰코스페셜티카톤즈(유) ,미디어/디자인,2.6,3945
5697,(사)사회적기업연구원 ,서비스업,2.5,2464
5698,(재)한국통계정보원 ,IT/웹/통신,2.5,3112
5699,금성침대 ,제조/화학,2.5,3085
5700,넥스트에디션 ,IT/웹/통신,2.5,2988
5701,다산에너지 ,건설업,2.5,2740
5702,더리얼마케팅 ,미디어/디자인,2.5,2891
5703,데일리금융그룹 ,은행/금융업,2.5,3314
5704,디라직 ,제조/화학,2.5,3343
5705,바이탈힌트코리아 ,IT/웹/통신,2.5,3784
5706,성무이엔지 ,제조/화학,2.5,3400
5707,세림비앤지 ,제조/화학,2.5,3080
5708,세포아소프트 ,IT/웹/통신,2.5,3442
5709,셀바스헬스케어 ,제조/화학,2.5,3422
5710,시큐브 ,IT/웹/통신,2.5,3170
5711,신발끈 ,서비스업,2.5,2305
5712,신성이엔지 ,제조/화학,2.5,3685
5713,씨엠에스랩 ,제조/화학,2.5,4246
5714,알엠소프트 ,IT/웹/통신,2.5,2851
5715,야다 ,제조/화학,2.5,3236
5716,에스에프에이반도체 ,제조/화학,2.5,3879
5717,에이디티 ,제조/화학,2.5,4063
5718,에이쓰리시큐리티 ,IT/웹/통신,2.5,3240
5719,에이토즈 ,미디어/디자인,2.5,2593
5720,엘토브 ,IT/웹/통신,2.5,3270
5721,엠에스티씨 ,IT/웹/통신,2.5,2878
5722,중앙안전보건연구원 ,서비스업,2.5,3173
5723,치어스 ,기관/협회,2.5,3165
5724,케이에프씨코리아 ,서비스업,2.5,3138
5725,케이티엠모바일 ,IT/웹/통신,2.5,4237
5726,콘텐트리중앙 ,미디어/디자인,2.5,4662
5727,패커드코리아 ,제조/화학,2.5,4118
5728,폴루스 ,의료/제약/복지,2.5,3923
5729,피에스텍 ,제조/화학,2.5,3312
5730,피엔풍년 ,제조/화학,2.5,3308
5731,피제이디자인 ,건설업,2.5,2754
5732,가이스트코리아 ,IT/웹/통신,2.5,2763
5733,광명성애병원 ,의료/제약/복지,2.5,4184
5734,날리지포인트 ,IT/웹/통신,2.5,2934
5735,네오디지탈스퀘어 ,기관/협회,2.5,2838
5736,닐슨아이큐코리아(유) ,기관/협회,2.5,3903
5737,도담시스템스 ,제조/화학,2.5,4112
5738,동일토건 ,건설업,2.5,4588
5739,디에스알제강 ,제조/화학,2.5,4309
5740,디케이서비스 ,IT/웹/통신,2.5,2273
5741,디케이유엔씨 ,IT/웹/통신,2.5,3658
5742,라이트브레인엠 ,IT/웹/통신,2.5,2696
5743,롯데멤버스 ,은행/금융업,2.5,5376
5744,비앤디 ,IT/웹/통신,2.5,4202
5745,삼박엘에프티 ,제조/화학,2.5,3350
5746,센추리 ,유통/무역/운송,2.5,3321
5747,쌍용정보통신 ,IT/웹/통신,2.5,4074
5748,에이치아이티에스 ,제조/화학,2.5,3334
5749,엘티메탈 ,제조/화학,2.5,4379
5750,엘티소재 ,제조/화학,2.5,4470
5751,이즈넷 ,IT/웹/통신,2.5,3509
5752,인솔 ,의료/제약/복지,2.5,3855
5753,인커뮤니케이션코리아 ,서비스업,2.5,3222
5754,제주관광공사 ,기관/협회,2.5,2903
5755,청주시시설관리공단 ,IT/웹/통신,2.5,2833
5756,코레일관광개발 ,서비스업,2.5,2925
5757,크록스코리아 ,유통/무역/운송,2.5,3894
5758,파워토스 ,제조/화학,2.5,3320
5759,파츠몰 ,유통/무역/운송,2.5,3461
