기업이름,분야,평점,연봉,2차산업군
(주)삼영에스앤씨 ,제조/화학,2.4,3536,전기/전자/제어
(주)캐리마 ,제조/화학,2.3,3236,전기/전자/제어
위드시스템(주) ,제조/화학,1.9,4068,전기/전자/제어
(주)센텍 ,제조/화학,2.6,3477,전기/전자/제어
(주)와이드 ,제조/화학,2.6,3313,전기/전자/제어
(주)캐스트윈 ,제조/화학,2.6,2976,전기/전자/제어
스펙코어(주) ,제조/화학,1.6,2726,전기/전자/제어
에스디엔(주) ,제조/화학,2.6,3146,전기/전자/제어
연이정보통신(주) ,제조/화학,1.8,2952,전기/전자/제어
(주)브이씨 ,제조/화학,2.8,3868,전기/전자/제어
(주)삼영에스앤씨 ,제조/화학,2.4,3536,전기/전자/제어
(주)캐리마 ,제조/화학,2.3,3236,전기/전자/제어
(주)포유디지탈 ,제조/화학,2.7,2865,전기/전자/제어
에이아이비트(주) ,제조/화학,2.3,3333,전기/전자/제어
영국전자(주) ,제조/화학,1.6,3426,전기/전자/제어
우진일렉트로나이트(주) ,제조/화학,2.7,4001,전기/전자/제어
웨이브일렉트로닉스(주) ,제조/화학,2.5,3773,전기/전자/제어
(주)큐라이트 ,제조/화학,2.6,3844,전기/전자/제어
다모테크(주) ,제조/화학,2.5,2417,전기/전자/제어
오비오(주) ,제조/화학,2.6,4567,전기/전자/제어
태양기전(주) ,제조/화학,2.3,2883,전기/전자/제어
(주)밸류플러스 ,제조/화학,2.5,4045,전기/전자/제어
(주)카티스 ,제조/화학,2.6,3121,전기/전자/제어
성문전자(주) ,제조/화학,1.6,3310,전기/전자/제어
세영정보통신(주) ,제조/화학,3.0,3195,전기/전자/제어
아이에이(주) ,제조/화학,2.7,4519,전기/전자/제어
에스피에스(주) ,제조/화학,2.5,3154,전기/전자/제어
카코뉴에너지(주) ,제조/화학,2.8,3840,전기/전자/제어
(주)아이티엔티 ,제조/화학,2.6,4720,전기/전자/제어
(주)엔에프에이 ,제조/화학,2.3,3495,전기/전자/제어
(주)커미조아 ,제조/화학,2.2,3293,전기/전자/제어
(주)컴트리 ,제조/화학,3.2,3447,전기/전자/제어
(주)한샘디지텍 ,제조/화학,2.2,2699,전기/전자/제어
건아정보기술(주) ,제조/화학,2.4,2770,전기/전자/제어
보성정보통신(주) ,제조/화학,1.9,3807,전기/전자/제어
(주)세종전선 ,제조/화학,2.6,4078,전기/전자/제어
(주)휴비딕 ,제조/화학,2.6,3511,전기/전자/제어
보국전기공업(주) ,제조/화학,2.5,2953,전기/전자/제어
케이오씨전기(주) ,제조/화학,2.2,3276,전기/전자/제어
(주)우암코퍼레이션 ,제조/화학,2.0,3822,전기/전자/제어
남북전기(주) ,제조/화학,2.0,2852,전기/전자/제어
모임스톤(주) ,제조/화학,2.9,3159,전기/전자/제어
센싸타테크놀러지스코리아(주) ,제조/화학,3.1,5444,전기/전자/제어
아주하이텍(주) ,제조/화학,2.1,3197,전기/전자/제어
포스코티엠씨(주) ,제조/화학,2.5,4111,전기/전자/제어
(주)마이크로이미지 ,제조/화학,2.6,3212,전기/전자/제어
(주)씨앤엠 ,제조/화학,2.5,3939,전기/전자/제어
(주)지필로스 ,제조/화학,2.5,3649,전기/전자/제어
가온브로드밴드(주) ,제조/화학,2.7,5257,전기/전자/제어
갤트로닉스코리아(주) ,제조/화학,2.8,3902,전기/전자/제어
마이크로인피니티(주) ,제조/화학,3.1,3554,전기/전자/제어
봄텍전자(주) ,제조/화학,2.1,3072,전기/전자/제어
윈포넷(주) ,제조/화학,2.4,3816,전기/전자/제어
케이비엠(주) ,제조/화학,3.0,3137,전기/전자/제어
태양쓰리시(주) ,제조/화학,2.7,3143,전기/전자/제어
(주)참슬테크 ,제조/화학,2.3,3265,전기/전자/제어
(주)토페스 ,제조/화학,2.7,2695,전기/전자/제어
피에스텍(주) ,제조/화학,2.5,3422,전기/전자/제어
(주)담스테크 ,제조/화학,2.1,3594,전기/전자/제어
(주)발맥스기술 ,제조/화학,2.4,3276,전기/전자/제어
(주)블루탑 ,제조/화학,1.8,3185,전기/전자/제어
(주)신동디지텍 ,제조/화학,2.4,2492,전기/전자/제어
(주)아이지 ,제조/화학,2.4,3181,전기/전자/제어
(주)에버넷전자 ,제조/화학,2.9,3749,전기/전자/제어
(주)엠투아이코퍼레이션 ,제조/화학,3.6,3948,전기/전자/제어
이오에스아이(주) ,제조/화학,2.4,2645,전기/전자/제어
코일마스터(주) ,제조/화학,1.7,3225,전기/전자/제어
(주)디지파츠 ,제조/화학,2.8,4041,전기/전자/제어
(주)연암테크 ,제조/화학,2.8,3456,전기/전자/제어
(주)오토스윙 ,제조/화학,1.8,3431,전기/전자/제어
국제통신공업(주) ,제조/화학,2.7,3017,전기/전자/제어
에이치아이티에스(주) ,제조/화학,2.5,3348,전기/전자/제어
여의시스템(주) ,제조/화학,2.7,3181,전기/전자/제어
영인기술(주) ,제조/화학,1.8,3107,전기/전자/제어
(주)미래시스템 ,제조/화학,2.8,3255,전기/전자/제어
(주)클라비스 ,제조/화학,2.3,3351,전기/전자/제어
트레이스(주) ,제조/화학,1.7,3066,전기/전자/제어
(주)피앤이시스템즈 ,제조/화학,2.6,3462,전기/전자/제어
(주)한미마이크로닉스 ,제조/화학,1.7,3802,전기/전자/제어
나노프로텍(주) ,제조/화학,2.9,3539,전기/전자/제어
삼에스코리아(주) ,제조/화학,2.1,3805,전기/전자/제어
에스엠이씨(주) ,제조/화학,2.6,3606,전기/전자/제어
(주)미르시스템 ,제조/화학,1.8,3039,전기/전자/제어
(주)유브릿지 ,제조/화학,3.1,3721,전기/전자/제어
(주)코리아일레콤 ,제조/화학,2.4,3653,전기/전자/제어
르그랑코리아(주) ,제조/화학,2.1,3744,전기/전자/제어
링크정보통신(주) ,제조/화학,2.4,2911,전기/전자/제어
비케이전자(주) ,제조/화학,2.8,3647,전기/전자/제어
성진씨앤티(주) ,제조/화학,2.3,3416,전기/전자/제어
씨앤비텍(주) ,제조/화학,2.1,3694,전기/전자/제어
토다이수(주) ,제조/화학,2.6,3614,전기/전자/제어
프롬투정보통신(주) ,제조/화학,2.5,3041,전기/전자/제어
현대에이치티(주) ,제조/화학,2.5,4638,전기/전자/제어
(주)백금티앤에이 ,제조/화학,3.2,3823,전기/전자/제어
(주)아이스펙 ,제조/화학,2.8,3517,전기/전자/제어
(주)제이앤에스 ,제조/화학,2.5,3790,전기/전자/제어
(주)태건비에프 ,제조/화학,1.5,2503,전기/전자/제어
스탠다드에너지(주) ,제조/화학,3.9,0,전기/전자/제어
스프링웨이브(주) ,제조/화학,2.3,2524,전기/전자/제어
에이펙스인텍(주) ,제조/화학,2.4,3416,전기/전자/제어
탑선(주) ,제조/화학,2.1,3228,전기/전자/제어
(주)신우유비코스 ,제조/화학,1.4,2803,전기/전자/제어
(주)우진기전 ,제조/화학,1.9,3302,전기/전자/제어
고려이노테크(주) ,제조/화학,1.7,3186,전기/전자/제어
세원텔레텍(주) ,제조/화학,2.6,3928,전기/전자/제어
위월드(주) ,제조/화학,2.6,2271,전기/전자/제어
위즈네트(주) ,제조/화학,3.4,4084,전기/전자/제어
이엔에이치(주) ,제조/화학,2.8,3807,전기/전자/제어
(주)베프스 ,제조/화학,1.9,3818,전기/전자/제어
(주)스펙스 ,제조/화학,2.6,3181,전기/전자/제어
(주)엘콤 ,제조/화학,2.4,3376,전기/전자/제어
(주)코모텍 ,제조/화학,2.5,3263,전기/전자/제어
(주)코아칩스 ,제조/화학,2.0,4109,전기/전자/제어
(주)피라인 ,제조/화학,2.1,3196,전기/전자/제어
(주)휴비스 ,제조/화학,2.6,3594,전기/전자/제어
삼익전자공업(주) ,제조/화학,2.0,2772,전기/전자/제어
설텍(주) ,제조/화학,3.3,3612,전기/전자/제어
에스앤티씨(주) ,제조/화학,2.6,4173,전기/전자/제어
에이피위성(주) ,제조/화학,3.1,4056,전기/전자/제어
지티사이언(주) ,제조/화학,2.5,3669,전기/전자/제어
(주)네콘 ,제조/화학,2.0,2872,전기/전자/제어
(주)누리온 ,제조/화학,2.5,3137,전기/전자/제어
(주)코아칩스 ,제조/화학,2.0,4109,전기/전자/제어
(주)피라인 ,제조/화학,2.1,3196,전기/전자/제어
(주)휴비스 ,제조/화학,2.6,3594,전기/전자/제어
삼익전자공업(주) ,제조/화학,2.0,2772,전기/전자/제어
설텍(주) ,제조/화학,3.3,3612,전기/전자/제어
에스앤티씨(주) ,제조/화학,2.6,4173,전기/전자/제어
에이피위성(주) ,제조/화학,3.1,4056,전기/전자/제어
지티사이언(주) ,제조/화학,2.5,3669,전기/전자/제어
(주)네콘 ,제조/화학,2.0,2872,전기/전자/제어
(주)누리온 ,제조/화학,2.5,3137,전기/전자/제어
(주)에스디에스산업 ,제조/화학,1.7,3027,전기/전자/제어
(주)에이아이솔루션 ,제조/화학,2.7,4611,전기/전자/제어
(주)웹게이트 ,제조/화학,2.5,3397,전기/전자/제어
미래하이텍(주) ,제조/화학,2.0,2724,전기/전자/제어
송암시스콤(주) ,제조/화학,2.1,3091,전기/전자/제어
진양공업(주) ,제조/화학,2.2,3400,전기/전자/제어
(주)대경산전 ,제조/화학,1.7,2425,전기/전자/제어
(주)세진아이지비 ,제조/화학,2.2,3132,전기/전자/제어
(주)소모비전 ,제조/화학,2.6,3407,전기/전자/제어
우성알앤디(주) ,제조/화학,3.0,3536,전기/전자/제어
하이텍알씨디코리아(주) ,제조/화학,3.4,4038,전기/전자/제어
(주)고려기연 ,제조/화학,2.0,3550,전기/전자/제어
(주)비솔 ,제조/화학,2.3,2771,전기/전자/제어
(주)하이퓨리티 ,제조/화학,3.4,3939,전기/전자/제어
경안전선(주) ,제조/화학,2.3,3051,전기/전자/제어
비트앤펄스(주) ,제조/화학,3.0,3418,전기/전자/제어
제닉스(주) ,제조/화학,2.9,3249,전기/전자/제어
플로트론(주) ,제조/화학,2.5,3683,전기/전자/제어
(주)더바오파트너스 ,제조/화학,2.3,2861,전기/전자/제어
(주)리얼게인 ,제조/화학,2.5,3827,전기/전자/제어
(주)온도기술센테크 ,제조/화학,2.3,2908,전기/전자/제어
(주)피앤씨솔루션 ,제조/화학,3.4,3674,전기/전자/제어
노키아티엠씨(주) ,제조/화학,3.9,3796,전기/전자/제어
영일프레시젼(주) ,제조/화학,2.4,3780,전기/전자/제어
정민기전(주) ,제조/화학,2.2,3144,전기/전자/제어
제노에너지(주) ,제조/화학,1.5,3519,전기/전자/제어
코닉스(주) ,제조/화학,2.1,3144,전기/전자/제어
필코전자(주) ,제조/화학,2.1,3493,전기/전자/제어
(주)미랑 ,제조/화학,2.0,4009,전기/전자/제어
(주)비씨젠 ,제조/화학,2.3,4406,전기/전자/제어
(주)엠엠티 ,제조/화학,2.7,4754,전기/전자/제어
(주)위너스오토메이션 ,제조/화학,3.2,3223,전기/전자/제어
(주)잎스코스메틱 ,제조/화학,3.0,3636,전기/전자/제어
(주)휴센텍 ,제조/화학,2.2,3595,전기/전자/제어
스카이크로스코리아(주) ,제조/화학,3.0,3400,전기/전자/제어
엘아이지정밀기술(주) ,제조/화학,1.6,3295,전기/전자/제어
지에스이엠(주) ,제조/화학,2.3,2843,전기/전자/제어
타이아(주) ,제조/화학,1.8,2722,전기/전자/제어
(주)디쌤 ,제조/화학,2.3,2729,전기/전자/제어
(주)에이스엔 ,제조/화학,1.8,3349,전기/전자/제어
(주)템퍼스 ,제조/화학,2.3,3399,전기/전자/제어
(주)토마스케이블 ,제조/화학,2.2,3531,전기/전자/제어
배룩스(주) ,제조/화학,2.0,2869,전기/전자/제어
보라전기공업(주) ,제조/화학,1.8,3642,전기/전자/제어
에스피브이(주) ,제조/화학,3.1,3315,전기/전자/제어
케이엠디지텍(주) ,제조/화학,3.1,3183,전기/전자/제어
현대파워시스템(주) ,제조/화학,2.7,3739,전기/전자/제어
협성기전(주) ,제조/화학,1.9,3073,전기/전자/제어
(주)스카이오토넷 ,제조/화학,2.8,4133,전기/전자/제어
(주)썬텍엔지니어링 ,제조/화학,3.4,3841,전기/전자/제어
(주)템퍼스 ,제조/화학,2.3,3399,전기/전자/제어
(주)토마스케이블 ,제조/화학,2.2,3531,전기/전자/제어
배룩스(주) ,제조/화학,2.0,2869,전기/전자/제어
보라전기공업(주) ,제조/화학,1.8,3642,전기/전자/제어
에스피브이(주) ,제조/화학,3.1,3315,전기/전자/제어
케이엠디지텍(주) ,제조/화학,3.1,3183,전기/전자/제어
현대파워시스템(주) ,제조/화학,2.7,3739,전기/전자/제어
협성기전(주) ,제조/화학,1.9,3073,전기/전자/제어
(주)스카이오토넷 ,제조/화학,2.8,4133,전기/전자/제어
(주)썬텍엔지니어링 ,제조/화학,3.4,3841,전기/전자/제어
(주)아이티공간 ,제조/화학,2.1,2629,전기/전자/제어
(주)알앤비코리아 ,제조/화학,1.5,4305,전기/전자/제어
(주)지엔씨에너지 ,제조/화학,3.2,3380,전기/전자/제어
(주)플렉스시스템 ,제조/화학,2.2,3020,전기/전자/제어
(주)휴인스 ,제조/화학,2.8,3917,전기/전자/제어
나산전기산업(주) ,제조/화학,2.3,2799,전기/전자/제어
네스캡(주) ,제조/화학,2.3,3567,전기/전자/제어
더좋은생활(주) ,제조/화학,2.2,2638,전기/전자/제어
세명엔지니어링(주) ,제조/화학,2.4,2789,전기/전자/제어
에이큐(주) ,제조/화학,2.0,3261,전기/전자/제어
에이티아이(주) ,제조/화학,3.5,4332,전기/전자/제어
지에스이하이테크(주) ,제조/화학,2.6,2273,전기/전자/제어
(주)리브스메드 ,제조/화학,3.4,4588,전기/전자/제어
(주)비케이홀딩스 ,제조/화학,2.7,4289,전기/전자/제어
(주)셀피글로벌 ,제조/화학,2.7,4351,전기/전자/제어
(주)신세계엔지니어링 ,제조/화학,2.4,3585,전기/전자/제어
(주)씨에스 ,제조/화학,2.5,3578,전기/전자/제어
(주)아이머큐리 ,제조/화학,2.3,3112,전기/전자/제어
(주)에타 ,제조/화학,2.6,2486,전기/전자/제어
(주)와이팜 ,제조/화학,1.6,3313,전기/전자/제어
(주)피에스디테크놀러지스 ,제조/화학,1.4,3003,전기/전자/제어
삼우전자정밀(주) ,제조/화학,2.6,3219,전기/전자/제어
신일전기(주) ,제조/화학,2.6,3429,전기/전자/제어
아이리얼(주) ,제조/화학,1.5,2300,전기/전자/제어
월드시스템(주) ,제조/화학,2.6,3233,전기/전자/제어
이레산업(주) ,제조/화학,3.2,3231,전기/전자/제어
파워맥스(주) ,제조/화학,1.7,3832,전기/전자/제어
한양전공(주) ,제조/화학,2.5,3029,전기/전자/제어
해양오릭스(주) ,제조/화학,2.0,2611,전기/전자/제어
(주)네오시스코리아 ,제조/화학,2.9,3523,전기/전자/제어
(주)디씨이솔루션 ,제조/화학,2.9,2535,전기/전자/제어
(주)디에이텍 ,제조/화학,2.9,4762,전기/전자/제어
(주)하이드로넷 ,제조/화학,2.6,3734,전기/전자/제어
경원전자(주) ,제조/화학,2.4,2304,전기/전자/제어
네트워크케이블(주) ,제조/화학,2.8,2585,전기/전자/제어
대영엠텍(주) ,제조/화학,3.1,3052,전기/전자/제어
비전엑스아시아(주) ,제조/화학,2.3,3400,전기/전자/제어
선광엘티아이(주) ,제조/화학,3.1,3210,전기/전자/제어
세방산업(주) ,제조/화학,2.1,3833,전기/전자/제어
테코스(주) ,제조/화학,2.3,2621,전기/전자/제어
(주)디씨이솔루션 ,제조/화학,2.9,2535,전기/전자/제어
(주)디에이텍 ,제조/화학,2.9,4762,전기/전자/제어
(주)하이드로넷 ,제조/화학,2.6,3734,전기/전자/제어
경원전자(주) ,제조/화학,2.4,2304,전기/전자/제어
네트워크케이블(주) ,제조/화학,2.8,2585,전기/전자/제어
대영엠텍(주) ,제조/화학,3.1,3052,전기/전자/제어
비전엑스아시아(주) ,제조/화학,2.3,3400,전기/전자/제어
선광엘티아이(주) ,제조/화학,3.1,3210,전기/전자/제어
세방산업(주) ,제조/화학,2.1,3833,전기/전자/제어
테코스(주) ,제조/화학,2.3,2621,전기/전자/제어
한국공업기술원(주) ,제조/화학,2.1,2881,전기/전자/제어
(주)모닛 ,제조/화학,3.3,3900,전기/전자/제어
(주)에어포인트 ,제조/화학,3.5,4461,전기/전자/제어
(주)유엔아이테크 ,제조/화학,2.5,2848,전기/전자/제어
(주)코마테크놀로지 ,제조/화학,2.5,3685,전기/전자/제어
(주)텔리언 ,제조/화학,1.9,3258,전기/전자/제어
대한전광(주) ,제조/화학,2.5,2955,전기/전자/제어
모비안(주) ,제조/화학,3.3,3141,전기/전자/제어
미쓰이금속한국(주) ,제조/화학,3.1,3950,전기/전자/제어
샬롬엔지니어링(주) ,제조/화학,2.5,2897,전기/전자/제어
아람휴비스(주) ,제조/화학,3.5,3620,전기/전자/제어
에이에이씨테크놀로지스(유) ,제조/화학,3.2,4287,전기/전자/제어
유비퍼스트대원(주) ,제조/화학,1.2,3592,전기/전자/제어
유스테크코리아(주) ,제조/화학,2.7,3571,전기/전자/제어
인텍텔레콤 ,제조/화학,2.9,3339,전기/전자/제어
제이디사운드(주) ,제조/화학,3.2,3024,전기/전자/제어
하이디어솔루션즈(주) ,제조/화학,2.2,3826,전기/전자/제어
(주)에스에스라이트 ,제조/화학,2.4,3321,전기/전자/제어
(주)에스티엔 ,제조/화학,3.8,2670,전기/전자/제어
(주)엑스페릭스 ,제조/화학,3.4,4751,전기/전자/제어
(주)케이씨 ,제조/화학,3.7,4446,전기/전자/제어
(주)크라이저 ,제조/화학,2.9,2586,전기/전자/제어
(주)해누리애드 ,제조/화학,2.6,2470,전기/전자/제어
비룡전자(주) ,제조/화학,1.6,3102,전기/전자/제어
에이에프오(주) ,제조/화학,1.9,3871,전기/전자/제어
지인(주) ,제조/화학,2.6,3694,전기/전자/제어
지티앤티(주) ,제조/화학,1.8,2826,전기/전자/제어
카페스(주) ,제조/화학,3.8,4957,전기/전자/제어
컨벡스(주) ,제조/화학,2.1,5006,전기/전자/제어
코나씨(주) ,제조/화학,2.4,3366,전기/전자/제어
피앤텔(주) ,제조/화학,2.6,3137,전기/전자/제어
(주)나래트랜드 ,제조/화학,2.4,3083,전기/전자/제어
(주)더웨이브톡 ,제조/화학,2.9,5037,전기/전자/제어
(주)리베스트 ,제조/화학,3.5,3878,전기/전자/제어
(주)모스전자 ,제조/화학,2.2,3506,전기/전자/제어
(주)벨루션네트웍스 ,제조/화학,2.4,3786,전기/전자/제어
(주)엔바이오텍 ,제조/화학,1.9,3223,전기/전자/제어
(주)영원메디칼 ,제조/화학,1.6,3018,전기/전자/제어
성도하이텍(주) ,제조/화학,3.0,2938,전기/전자/제어
신아텍(주) ,제조/화학,3.0,3270,전기/전자/제어
피앤텔(주) ,제조/화학,2.6,3137,전기/전자/제어
(주)나래트랜드 ,제조/화학,2.4,3083,전기/전자/제어
(주)더웨이브톡 ,제조/화학,2.9,5037,전기/전자/제어
(주)리베스트 ,제조/화학,3.5,3878,전기/전자/제어
(주)모스전자 ,제조/화학,2.2,3506,전기/전자/제어
(주)벨루션네트웍스 ,제조/화학,2.4,3786,전기/전자/제어
(주)엔바이오텍 ,제조/화학,1.9,3223,전기/전자/제어
(주)영원메디칼 ,제조/화학,1.6,3018,전기/전자/제어
성도하이텍(주) ,제조/화학,3.0,2938,전기/전자/제어
신아텍(주) ,제조/화학,3.0,3270,전기/전자/제어
애니데이터코리아(주) ,제조/화학,3.0,4453,전기/전자/제어
에스텍 ,제조/화학,2.3,3262,전기/전자/제어
영창실리콘(주) ,제조/화학,2.4,3124,전기/전자/제어
프렉코(주) ,제조/화학,2.3,2831,전기/전자/제어
(주)나노시스템 ,제조/화학,3.7,3529,전기/전자/제어
(주)루미르 ,제조/화학,3.5,3221,전기/전자/제어
(주)백두테크 ,제조/화학,2.7,2884,전기/전자/제어
(주)에임하이글로벌 ,제조/화학,1.8,2733,전기/전자/제어
(주)예도전기조명 ,제조/화학,2.2,2718,전기/전자/제어
(주)케이지오토 ,제조/화학,1.9,2549,전기/전자/제어
(주)파랑이엔지 ,제조/화학,1.7,2737,전기/전자/제어
(주)해리아나 ,제조/화학,2.3,3104,전기/전자/제어
고려오트론(주) ,제조/화학,2.5,2897,전기/전자/제어
동명전기(주) ,제조/화학,2.4,2626,전기/전자/제어
아이비코리아(유) ,제조/화학,3.6,3787,전기/전자/제어
아이트로닉스(주) ,제조/화학,2.7,2898,전기/전자/제어
아이티엘(주) ,제조/화학,1.7,2295,전기/전자/제어
알폰스테크(주) ,제조/화학,2.9,3738,전기/전자/제어
오토파워(주) ,제조/화학,2.9,2923,전기/전자/제어
이프로(주) ,제조/화학,1.9,3179,전기/전자/제어
인터전기(주) ,제조/화학,2.9,3412,전기/전자/제어
케세코(주) ,제조/화학,1.7,2838,전기/전자/제어
파스코(주) ,제조/화학,3.4,3789,전기/전자/제어
한빛이디에스(주) ,제조/화학,3.5,3754,전기/전자/제어
(주)모스텍 ,제조/화학,2.5,3529,전기/전자/제어
(주)신우이앤티 ,제조/화학,3.9,4004,전기/전자/제어
(주)엘제이파워 ,제조/화학,2.7,3203,전기/전자/제어
(주)지비엠아이엔씨 ,제조/화학,2.1,2508,전기/전자/제어
그린텍아이엔씨(주) ,제조/화학,2.9,3486,전기/전자/제어
리텍(주) ,제조/화학,2.4,2751,전기/전자/제어
인터전기(주) ,제조/화학,2.9,3412,전기/전자/제어
케세코(주) ,제조/화학,1.7,2838,전기/전자/제어
파스코(주) ,제조/화학,3.4,3789,전기/전자/제어
한빛이디에스(주) ,제조/화학,3.5,3754,전기/전자/제어
(주)모스텍 ,제조/화학,2.5,3529,전기/전자/제어
(주)신우이앤티 ,제조/화학,3.9,4004,전기/전자/제어
(주)엘제이파워 ,제조/화학,2.7,3203,전기/전자/제어
(주)지비엠아이엔씨 ,제조/화학,2.1,2508,전기/전자/제어
그린텍아이엔씨(주) ,제조/화학,2.9,3486,전기/전자/제어
리텍(주) ,제조/화학,2.4,2751,전기/전자/제어
새한전자(주) ,제조/화학,2.2,3068,전기/전자/제어
알에프윈도우(주) ,제조/화학,2.8,3917,전기/전자/제어
에스티큐브(주) ,제조/화학,2.0,3647,전기/전자/제어
엘티스(주) ,제조/화학,1.8,2298,전기/전자/제어
옵토위즈(주) ,제조/화학,2.9,3811,전기/전자/제어
인벤시스코리아(주) ,제조/화학,2.8,4476,전기/전자/제어
인터텍(주) ,제조/화학,2.4,3181,전기/전자/제어
코엠테크(주) ,제조/화학,2.0,2250,전기/전자/제어
파워트로닉스(주) ,제조/화학,2.8,2708,전기/전자/제어
프레스토라이트아시아(주) ,제조/화학,3.3,3400,전기/전자/제어
피앤이이노텍(주) ,제조/화학,2.1,3027,전기/전자/제어
한창시스템(주) ,제조/화학,2.3,3163,전기/전자/제어
(주)세기콘트롤 ,제조/화학,2.3,3746,전기/전자/제어
(주)아델피아랩 ,제조/화학,3.3,3692,전기/전자/제어
(주)유비콤 ,제조/화학,3.5,4657,전기/전자/제어
(주)케이시스 ,제조/화학,4.2,3981,전기/전자/제어
(주)프론틱스 ,제조/화학,1.8,2895,전기/전자/제어
글로벌엔지니어링(주) ,제조/화학,3.7,3760,전기/전자/제어
기산전자(주) ,제조/화학,2.5,5089,전기/전자/제어
노바테크인더스트리(주) ,제조/화학,2.6,4166,전기/전자/제어
디엠피에스 ,제조/화학,1.3,2737,전기/전자/제어
무송지오씨(주) ,제조/화학,2.5,2517,전기/전자/제어
비원테크(주) ,제조/화학,3.7,2543,전기/전자/제어
씨티네트웍스(주) ,제조/화학,1.8,2743,전기/전자/제어
아이에스씨(주) ,제조/화학,3.0,3460,전기/전자/제어
알엠시스(주) ,제조/화학,2.4,3034,전기/전자/제어
엑스엘(주) ,제조/화학,2.6,2618,전기/전자/제어
영우통신(주) ,제조/화학,3.0,2847,전기/전자/제어
유버(주) ,제조/화학,2.5,3082,전기/전자/제어
일신전자(주) ,제조/화학,1.6,3510,전기/전자/제어
크레노바멀티미디어(주) ,제조/화학,2.3,3284,전기/전자/제어
파스텍(주) ,제조/화학,3.0,4298,전기/전자/제어
(주)새론테크놀로지 ,제조/화학,3.1,3295,전기/전자/제어
(주)에이치엠디지털기미상궁 ,제조/화학,2.4,3214,전기/전자/제어
(주)에이티에스로 ,제조/화학,2.1,2850,전기/전자/제어
(주)우보재난시스템 ,제조/화학,3.6,4079,전기/전자/제어
(주)이알시스템 ,제조/화학,4.8,0,전기/전자/제어
(주)테스트원 ,제조/화학,2.5,2896,전기/전자/제어
(주)플루토솔루션 ,제조/화학,2.8,4053,전기/전자/제어
(주)화진티엔아이 ,제조/화학,2.5,3326,전기/전자/제어
경성시험기(주) ,제조/화학,2.2,3214,전기/전자/제어
광원전자 ,제조/화학,2.3,2676,전기/전자/제어
대성기계공업(주) ,제조/화학,2.4,3639,전기/전자/제어
대신전선(주) ,제조/화학,1.7,2818,전기/전자/제어
배운전자(주) ,제조/화학,1.7,4049,전기/전자/제어
센텍코리아(주) ,제조/화학,3.2,3128,전기/전자/제어
써니전자(주) ,제조/화학,2.5,3407,전기/전자/제어
에스피테크놀러지(주) ,제조/화학,2.8,4602,전기/전자/제어
에이치디에스(주) ,제조/화학,2.4,3420,전기/전자/제어
엠에스테크놀러지(주) ,제조/화학,2.2,3496,전기/전자/제어
엠큐브테크놀로지(주) ,제조/화학,3.1,3620,전기/전자/제어
영공조명(주) ,제조/화학,3.2,3308,전기/전자/제어
원컨덕터(주) ,제조/화학,1.8,2846,전기/전자/제어
이노크리시스템(주) ,제조/화학,1.6,3284,전기/전자/제어
천일테크윈(주) ,제조/화학,2.1,3768,전기/전자/제어
켄비텍(주) ,제조/화학,3.3,2755,전기/전자/제어
파워텍(주) ,제조/화학,2.0,2454,전기/전자/제어
한국무그(주) ,제조/화학,3.3,5313,전기/전자/제어
(주)뉴로시스 ,제조/화학,2.5,2975,전기/전자/제어
(주)리노셈 ,제조/화학,2.3,3409,전기/전자/제어
(주)쓰리알 ,제조/화학,2.3,3479,전기/전자/제어
(주)에이스엔지니어링 ,제조/화학,2.7,3879,전기/전자/제어
(주)우성정밀 ,제조/화학,2.6,3715,전기/전자/제어
(주)유니젯 ,제조/화학,2.6,3957,전기/전자/제어
(주)이엘쓰리 ,제조/화학,2.4,3604,전기/전자/제어
그린산업(주) ,제조/화학,2.0,3122,전기/전자/제어
대보전기(주) ,제조/화학,2.9,2573,전기/전자/제어
디피씨(주) ,제조/화학,3.7,3630,전기/전자/제어
머스코코리아(유) ,제조/화학,2.9,2778,전기/전자/제어
밸류앤드트러스트(주) ,제조/화학,2.9,3742,전기/전자/제어
블루핀(주) ,제조/화학,3.0,5460,전기/전자/제어
썬웨이브텍(주) ,제조/화학,1.7,2602,전기/전자/제어
에이치투 ,제조/화학,2.7,3942,전기/전자/제어
에코트로닉스(주) ,제조/화학,3.2,4381,전기/전자/제어
이노넷(주) ,제조/화학,1.6,3109,전기/전자/제어
이투에스(주) ,제조/화학,2.6,3120,전기/전자/제어
제이테크놀러지(주) ,제조/화학,3.0,3021,전기/전자/제어
제이피이(주) ,제조/화학,2.6,4010,전기/전자/제어
포스텍네트웍스(주) ,제조/화학,2.7,3004,전기/전자/제어
한맥콘트롤즈(주) ,제조/화학,3.2,3079,전기/전자/제어
블루핀(주) ,제조/화학,3.0,5460,전기/전자/제어
썬웨이브텍(주) ,제조/화학,1.7,2602,전기/전자/제어
에이치투 ,제조/화학,2.7,3942,전기/전자/제어
에코트로닉스(주) ,제조/화학,3.2,4381,전기/전자/제어
이노넷(주) ,제조/화학,1.6,3109,전기/전자/제어
이투에스(주) ,제조/화학,2.6,3120,전기/전자/제어
제이테크놀러지(주) ,제조/화학,3.0,3021,전기/전자/제어
제이피이(주) ,제조/화학,2.6,4010,전기/전자/제어
포스텍네트웍스(주) ,제조/화학,2.7,3004,전기/전자/제어
